% lines 11-1633 are apache, lines 1634-4003 are Java, lines 4003-5913 are JFace. (ver libro1.xlsx)
% 2 clases
% non-directive and semi-directive instances were taken as directive class

@RELATION "3_Apache_Java_JFace.arff"

@ATTRIBUTE text string
@ATTRIBUTE comment__class {directive,non-directive}

@DATA
"<p>\n The list is a copy of the internal data of this object, and as\n such you may alter it freely.\n\n ",directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated List.\n ",non-directive
"@since Commons Collections 3.2\n",non-directive
" Get a boolean associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated boolean.\n ",non-directive
" Get a boolean associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated boolean.\n ",non-directive
" Get a boolean associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated boolean if key is found and has valid\n format, default value otherwise.\n ",non-directive
" Get a byte associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated byte.\n ",non-directive
" Get a byte associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated byte if key is found and has valid\n format, default value otherwise.\n ",non-directive
" Get a short associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated short.\n ",non-directive
" Get a short associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated short.\n ",non-directive
" Get a short associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated short if key is found and has valid\n format, default value otherwise.\n ",non-directive
" The purpose of this method is to get the configuration resource\n with the given name as an integer, or a default value.\n\n ",non-directive
"@param name The resource name\n ",non-directive
"@param def The default value of the resource.\n ",non-directive
"@return The value of the resource as an integer.\n",non-directive
" Get a int associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated int.\n ",non-directive
" Get a int associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated int.\n ",non-directive
" Get a int associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated int if key is found and has valid\n format, default value otherwise.\n ",non-directive
" Get a long associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated long.\n ",non-directive
" Get a long associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated long.\n ",non-directive
" Get a long associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated long if key is found and has valid\n format, default value otherwise.\n ",non-directive
" Get a float associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated float.\n ",non-directive
" Get a float associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated float.\n ",non-directive
" Get a float associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated float if key is found and has valid\n format, default value otherwise.\n ",non-directive
" Get a double associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@return The associated double.\n ",non-directive
" Get a double associated with the given configuration key.\n\n ",non-directive
"@param key The configuration key.\n ",non-directive
"@param defaultValue The default value.\n ",non-directive
"@return The associated double.\n ",non-directive
" Convert a standard properties class into a configuration class.\n ",non-directive
"<p>\n NOTE: From Commons Collections 3.2 this method will pick up\n any default parent Properties of the specified input object.\n ",directive
"<p>\n As with java.util.Properties(Properties), any non-String \n values will not be passed on in the new ExtendedProperties \n object.\n\n ",directive
"@param props  the properties object to convert\n ",non-directive
"@return new ExtendedProperties created from props\n",non-directive
" Remove the property specified by the key from the \n ExtendedProperties.\n\n ",non-directive
"@param key specifying the property\n ",non-directive
"@return old value of the property\n",non-directive
" Returns <code>true</code> iff\n I sort <code>true</code> values before \n <code>false</code> values.  ",non-directive
"In other words,\n returns <code>true</code> iff\n {@link #compare(Boolean,Boolean) compare(Boolean.FALSE,Boolean.TRUE)}\n returns a positive value.\n \n",non-directive
"@return the trueFirst flag\n",non-directive
" Creates a <code>BooleanComparator</code> that sorts\n <code>false</code> values before <code>true</code> values.\n ",non-directive
"<p>\n Equivalent to {@link #BooleanComparator(boolean) BooleanComparator(false)}.\n ",non-directive
"<p>\n Please use the static factory instead whenever possible.\n",directive
" Returns the result of comparing the values from the transform operation.\n \n",non-directive
"@param obj1  the first object to transform then compare\n ",non-directive
"@param obj2  the second object to transform then compare\n ",non-directive
"@return negative if obj1 is less, positive if greater, zero if equal\n",non-directive
" Constructs an instance with the given Transformer and Comparator.\n \n",non-directive
"@param transformer  what will transform the arguments to <code>compare</code>\n ",non-directive
"@param decorated  the decorated Comparator\n",non-directive
" Compares two objects in reverse order.\n \n",non-directive
"@param obj1  the first object to compare\n ",non-directive
"@param obj2  the second object to compare\n ",non-directive
"@return negative if obj1 is less, positive if greater, zero if equal\n",non-directive
" Implement a hash code for this comparator that is consistent with\n {@link #equals(Object) equals}.\n \n",non-directive
"@return a suitable hash code\n ",non-directive
"@since Commons Collections 3.0\n",non-directive
" Creates a comparator that inverts the comparison\n of the given comparator.  ",non-directive
"If you pass in <code>null</code>,\n the ReverseComparator defaults to reversing the\n natural order, as per \n {@link java.util.Collections#reverseOrder()}</b>.\n \n",non-directive
"@param comparator Comparator to reverse\n",non-directive
"  Perform a comparison between two objects.  ",non-directive
"If both objects are\n  <code>null</code>, a <code>0</code> value is returned.  ",non-directive
"If one object\n  is <code>null</code> and the other is not, the result is determined on\n  whether the Comparator was constructed to have nulls as higher or lower\n  than other objects.  ",non-directive
"If neither object is <code>null</code>, an\n  underlying comparator specified in the constructor (or the default) is\n  used to compare the non-<code>null</code> objects.\n\n  ",non-directive
"@param o1  the first object to compare\n  ",non-directive
"@param o2  the object to compare it to.\n  ",non-directive
"@return <code>-1</code> if <code>o1</code> is \"lower\" than (less than,\n  before, etc.) <code>o2</code>; <code>1</code> if <code>o1</code> is\n  \"higher\" than (greater than, after, etc.) <code>o2</code>; or\n  <code>0</code> if <code>o1</code> and <code>o2</code> are equal.\n",non-directive
"  Construct an instance that sorts <code>null</code> higher than any\n  non-<code>null</code> object it is compared with.  ",non-directive
"When comparing two\n  non-<code>null</code> objects, the specified {@link Comparator} is\n  used.\n\n  ",directive
"@param nonNullComparator the comparator to use when comparing two\n  non-<code>null</code> objects.  ",non-directive
"This argument cannot be\n  <code>null</code>\n\n  ",non-directive
"  Construct an instance that sorts <code>null</code> higher or lower than\n  any non-<code>null</code> object it is compared with.  ",non-directive
"When comparing\n  two non-<code>null</code> objects, the {@link ComparableComparator} is\n  used.\n\n  ",directive
"@param nullsAreHigh a <code>true</code> value indicates that\n  <code>null</code> should be compared as higher than a\n  non-<code>null</code> object.  ",non-directive
"A <code>false</code> value indicates\n  that <code>null</code> should be compared as lower than a\n  non-<code>null</code> object.\n",non-directive
"  Construct an instance that sorts <code>null</code> higher or lower than\n  any non-<code>null</code> object it is compared with.  ",non-directive
"When comparing\n  two non-<code>null</code> objects, the specified {@link Comparator} is\n  used.\n\n  ",directive
"@param nonNullComparator the comparator to use when comparing two\n  non-<code>null</code> objects. ",non-directive
"This argument cannot be\n  <code>null</code>\n\n  ",non-directive
"@param nullsAreHigh a <code>true</code> value indicates that\n  <code>null</code> should be compared as higher than a\n  non-<code>null</code> object.  ",non-directive
"A <code>false</code> value indicates\n  that <code>null</code> should be compared as lower than a\n  non-<code>null</code> object.\n\n  ",non-directive
" Compare the two {@link Comparable Comparable} arguments.\n ",non-directive
"This method is equivalent to:\n <pre>((Comparable)obj1).compareTo(obj2)</pre>\n \n ",directive
"@param obj1  the first object to compare\n ",non-directive
"@param obj2  the second object to compare\n ",non-directive
"@return negative if obj1 is less, positive if greater, zero if equal\n ",non-directive
" Implement a hash code for this comparator that is consistent with\n {@link #equals(Object) equals}.\n\n ",non-directive
"@return a hash code for this comparator.\n ",non-directive
"@since Commons Collections 3.0\n",non-directive
" Adds a new item, which compares as equal to the given existing item.\n\n ",non-directive
"@param existingObj  an item already in the Comparator's set of\n  known objects\n ",non-directive
"@param newObj  an item to be added to the Comparator's set of\n  known objects\n ",non-directive
"@return true if newObj has been added for the first time, false if\n  it was already known to the Comparator.\n ",non-directive
" Constructs a FixedOrderComparator which uses the order of the given list\n to compare the objects.\n ",non-directive
"<p>\n The list is copied, so later changes will not affect the comparator.\n\n ",directive
"@param items  the items that the comparator can compare in order\n ",non-directive
" Add a Comparator to the end of the chain using the\n given sort order\n\n ",non-directive
"@param comparator Comparator to add to the end of the chain\n ",non-directive
"@param reverse    false = forward sort order; true = reverse sort order\n",non-directive
" Replace the Comparator at the given index, maintaining\n the existing sort order.\n\n ",non-directive
"@param index      index of the Comparator to replace\n ",non-directive
"@param comparator Comparator to place at the given index\n ",non-directive
" Replace the Comparator at the given index in the\n ComparatorChain, using the given sort order\n\n ",non-directive
"@param index      index of the Comparator to replace\n ",non-directive
"@param comparator Comparator to set\n ",non-directive
"@param reverse    false = forward sort order; true = reverse sort order\n",non-directive
" Construct a Comparator chain with a single Comparator,\n sorting in the given order\n\n ",non-directive
"@param comparator First Comparator in the ComparatorChain\n ",non-directive
"@param reverse    false = forward sort; true = reverse sort\n",non-directive
" Construct a ComparatorChain from the Comparators in the\n List.  ",non-directive
"All Comparators will default to the forward\n sort order.\n\n ",directive
"@param list   List of Comparators\n ",non-directive
"@see #ComparatorChain(List,BitSet)\n",non-directive
" Construct a ComparatorChain from the Comparators in the\n given List.  ",non-directive
"The sort order of each column will be\n drawn from the given BitSet.  ",non-directive
"When determining the sort\n order for Comparator at index <i>i</i> in the List,\n the ComparatorChain will call BitSet.get(<i>i</i>).\n ",directive
"If that method returns <i>false</i>, the forward\n sort order is used; a return value of <i>true</i>\n indicates reverse sort order.\n\n ",non-directive
"@param list   List of Comparators.  ",non-directive
"NOTE: This constructor does not perform a\n               defensive copy of the list\n ",directive
"@param bits   Sort order for each Comparator.  ",non-directive
"Extra bits are ignored,\n               unless extra Comparators are added by another method.\n",directive
" Gets a sublist of the main list.\n\n ",non-directive
"@param fromIndexInclusive  the index to start from\n ",non-directive
"@param toIndexExclusive  the index to end at\n ",non-directive
"@return the new sublist\n",non-directive
" Gets the node at a particular index.\n\n ",non-directive
"@param index  the index, starting from 0\n ",non-directive
"@param endMarkerAllowed  whether or not the end marker can be returned if\n startIndex is set to the list's size\n ",non-directive
" Creates a list iterator for the sublist.\n\n ",non-directive
"@param subList  the sublist to get an iterator for\n ",non-directive
"@param fromIndex  the index to start from, relative to the sublist\n",non-directive
" Gets the value of the node.\n\n ",non-directive
"@return the value\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Sets the value of the node.\n\n ",non-directive
"@param value  the value\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the previous node.\n\n ",non-directive
"@return the previous node\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Sets the previous node.\n\n ",non-directive
"@param previous  the previous node\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Sets the next node.\n\n ",non-directive
"@param next  the next node\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Create a ListIterator for a list.\n\n ",non-directive
"@param parent  the parent list\n ",non-directive
"@param fromIndex  the index to start at\n",non-directive
" Adds an element to a specific index in the list if it is not already present.\n ",non-directive
"<p>\n <i>(Violation)</i>\n The <code>List</code> interface makes the assumption that the element is\n always inserted. ",directive
"This may not happen with this implementation.\n\n ",directive
"@param index  the index to insert at\n ",non-directive
"@param object  the object to add\n",non-directive
" Adds a collection of objects to the end of the list avoiding duplicates.\n ",non-directive
"<p>\n Only elements that are not already in this list will be added, and\n duplicates from the specified collection will be ignored.\n ",directive
"<p>\n <i>(Violation)</i>\n The <code>List</code> interface makes the assumption that the elements\n are always inserted. ",directive
"This may not happen with this implementation.\n\n ",directive
"@param coll  the collection to add in iterator order\n ",non-directive
"@return true if this collection changed\n",non-directive
" Sets the value at the specified index avoiding duplicates.\n ",non-directive
"<p>\n The object is set into the specified index.\n ",non-directive
"Afterwards, any previous duplicate is removed\n If the object is not already in the list then a normal set occurs.\n ",directive
"If it is present, then the old version is removed.\n\n ",directive
"@param index  the index to insert at\n ",non-directive
"@param object  the object to set\n ",non-directive
"@return the previous object\n",non-directive
" Gets the element at the specified index.\n\n ",non-directive
"@param index  the index to retrieve\n ",non-directive
"@return the element at the specified index\n",non-directive
" Gets a ListIterator over the list.\n\n ",non-directive
"@param fromIndex  the index to start from\n ",non-directive
"@return the new iterator\n",non-directive
" Adds a new element to the list.\n\n ",non-directive
"@param index  the index to add before\n ",non-directive
"@param obj  the element to add\n",non-directive
" Sets the element at the specified index.\n\n ",non-directive
"@param index  the index to set\n ",non-directive
"@param obj  the object to store at the specified index\n ",non-directive
"@return the previous object at that index\n ",non-directive
" Removes the element at the specified index.\n\n ",non-directive
"@param index  the index to remove\n ",non-directive
"@return the previous object at that index\n",non-directive
" Decorate the add method to perform the growth behaviour.\n ",non-directive
"<p>\n If the requested index is greater than the current size, the list will\n grow to the new size. ",directive
"Indices between the old size and the requested\n size will be filled with <code>null</code>.\n ",directive
"<p>\n If the index is less than the current size, the value will be added to\n the underlying list directly.\n ",directive
"If the index is less than zero, the underlying list is called, which\n will probably throw an IndexOutOfBoundsException.\n\n ",directive
"@param index  the index to add at\n ",non-directive
"@param element  the object to add at the specified index\n ",non-directive
" Decorate the addAll method to perform the growth behaviour.\n ",non-directive
"<p>\n If the requested index is greater than the current size, the list will\n grow to the new size. ",directive
"Indices between the old size and the requested\n size will be filled with <code>null</code>.\n ",directive
"<p>\n If the index is less than the current size, the values will be added to\n the underlying list directly.\n ",directive
"If the index is less than zero, the underlying list is called, which\n will probably throw an IndexOutOfBoundsException.\n\n ",directive
"@param index  the index to add at\n ",non-directive
"@param coll  the collection to add at the specified index\n ",non-directive
"@return true if the list changed\n ",non-directive
" Decorate the set method to perform the growth behaviour.\n ",non-directive
"<p>\n If the requested index is greater than the current size, the list will\n grow to the new size. ",directive
"Indices between the old size and the requested\n size will be filled with <code>null</code>.\n ",directive
"<p>\n If the index is less than the current size, the value will be set onto\n the underlying list directly.\n ",directive
"If the index is less than zero, the underlying list is called, which\n will probably throw an IndexOutOfBoundsException.\n\n ",directive
"@param index  the index to set\n ",non-directive
"@param element  the object to set at the specified index\n ",non-directive
"@return the object previously at that index\n ",non-directive
" Creates a list iterator for the sublist.\n \n",non-directive
"@param subList  the sublist to get an iterator for\n ",non-directive
"@param fromIndex  the index to start from, relative to the sublist\n",non-directive
" Adds an object to the list.\n ",non-directive
"The object added here will be the new 'previous' in the iterator.\n \n",directive
"@param obj  the object to add\n",non-directive
" Adds a node to the cache, if the cache isn't full.\n ",non-directive
"The node's contents are cleared to so they can be garbage collected.\n \n",directive
"@param node  the node to add to the cache\n",non-directive
" Decorate the get method to perform the lazy behaviour.\n ",non-directive
"<p>\n If the requested index is greater than the current size, the list will \n grow to the new size and a new object will be returned from the factory.\n ",directive
"Indexes in-between the old size and the requested size are left with a \n placeholder that is replaced with a factory object when requested.\n \n",directive
"@param index  the index to retrieve\n",non-directive
" Factory to create the transformer.\n ",non-directive
"<p>\n If the map is null, a transformer that always returns null is returned.\n\n ",non-directive
"@param map the map, not cloned\n ",non-directive
"@return the transformer\n",non-directive
" Transforms the input to result by looking it up in a <code>Map</code>.\n\n ",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Gets the map to lookup in.\n\n ",non-directive
"@return the map\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory method that performs validation.\n \n",non-directive
"@param factory  the factory to call, not null\n ",non-directive
"@return the <code>factory</code> transformer\n ",non-directive
" Transforms the input by ignoring the input and returning the result of\n calling the decorated factory.\n \n",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Gets the factory.\n \n",non-directive
"@return the factory\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",non-directive
"Use <code>getInstance</code> if you want that.\n \n",non-directive
"@param factory  the factory to call, not null\n",non-directive
" Constructor that performs no validation.\n ",non-directive
"Use <code>getInstance</code> if you want that.\n \n",non-directive
"@param classToInstantiate  the class to instantiate\n",non-directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Evaluates the predicate returning true if the input object hasn't been\n received yet.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true if this is the first time the object is seen\n",non-directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n ",non-directive
"@deprecated\n",directive
" Factory returning the singleton instance.\n\n ",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Evaluates the predicate returning true always.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true always\n",non-directive
" Factory to create the predicate.\n ",non-directive
"<p>\n If the collection is size zero, the predicate always returns true.\n\n ",directive
"@param predicates  the predicates to check, cloned, not null\n ",non-directive
"@return the <code>one</code> predicate\n ",non-directive
" Gets the predicates, do not modify the array.\n\n ",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param predicates  the predicates to check, not cloned, not null\n",non-directive
" Gets the transformer.\n \n",non-directive
"@return the transformer\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",non-directive
"Use <code>getInstance</code> if you want that.\n \n",non-directive
"@param transformer  the transformer to call, not null\n",directive
" Gets the predicates, do not modify the array.\n\n ",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the closures, do not modify the array.\n\n ",non-directive
"@return the closures\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the default closure.\n\n ",non-directive
"@return the default closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory method that performs validation.\n \n",non-directive
"@param closure1  the first closure, not null\n ",non-directive
"@param closure2  the second closure, not null\n ",non-directive
"@return the <code>chained</code> closure\n ",non-directive
" Factory to create the predicate.\n\n ",non-directive
"@param predicate1  the first predicate to check, not null\n ",non-directive
"@param predicate2  the second predicate to check, not null\n ",non-directive
"@return the <code>and</code> predicate\n ",non-directive
" Gets the two predicates being decorated as an array.\n\n ",non-directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param predicate1  the first predicate to check, not null\n ",non-directive
"@param predicate2  the second predicate to check, not null\n",non-directive
" Factory method that performs validation.\n \n",non-directive
"@param closure  the closure to call, not null\n ",non-directive
"@return the <code>closure</code> transformer\n ",non-directive
" Transforms the input to result by executing a closure.\n \n",non-directive
"@param input  the input object to transform\n ",non-directive
"@return the transformed result\n",non-directive
" Gets the closure.\n \n",non-directive
"@return the closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Factory to create the identity predicate.\n \n",non-directive
"@param object  the object to compare to\n ",non-directive
"@return the predicate\n ",non-directive
"@deprecated use {@link #equalPredicate(Object)} instead.\n",non-directive
" Factory to create the identity predicate.\n \n",non-directive
"@param object  the object to compare to\n ",non-directive
"@return the predicate\n ",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n \n",directive
"@param object  the object to compare to\n",non-directive
" Factory to create the null false predicate.\n\n ",non-directive
"@param predicate  the predicate to decorate, not null\n ",non-directive
"@return the predicate\n ",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param predicate  the predicate to call after the null check\n",non-directive
" Factory to create the predicate.\n\n ",non-directive
"@param transformer  the transformer to decorate\n ",non-directive
"@return the predicate\n ",non-directive
" Gets the transformer.\n\n ",non-directive
"@return the transformer\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param transformer  the transformer to decorate\n",non-directive
" Factory returning the singleton instance.\n \n",non-directive
"@return the singleton instance\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets an instance of this transformer calling a specific method with specific values.\n \n",non-directive
"@param methodName  the method name to call\n ",non-directive
"@param paramTypes  the parameter types of the method\n ",non-directive
"@param args  the arguments to pass to the method\n ",non-directive
"@return an invoker transformer\n",non-directive
" Factory to create the identity predicate.\n\n ",non-directive
"@param type  the type to check for, may not be null\n ",non-directive
"@return the predicate\n ",non-directive
" Evaluates the predicate returning true if the input object is of the correct type.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true if input is of stored type\n",non-directive
" Evaluates the predicate returning the result of the decorated predicate\n once the input has been transformed\n\n ",non-directive
"@param object  the input object which will be transformed\n ",non-directive
"@return true if decorated predicate returns true\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param transformer  the transformer to use\n ",non-directive
"@param predicate  the predicate to decorate\n",non-directive
" Factory to create the predicate.\n ",non-directive
"<p>\n If the array is size zero, the predicate always returns false.\n ",directive
"If the array is size one, then that predicate is returned.\n\n ",directive
"@param predicates  the predicates to check, cloned, not null\n ",non-directive
"@return the <code>any</code> predicate\n ",non-directive
" Factory to create the predicate.\n ",non-directive
"<p>\n If the collection is size zero, the predicate always returns false.\n ",directive
"If the collection is size one, then that predicate is returned.\n\n ",directive
"@param predicates  the predicates to check, cloned, not null\n ",non-directive
"@return the <code>all</code> predicate\n ",non-directive
" Evaluates the predicate returning true if any predicate returns true.\n\n ",non-directive
"@param object  the input object\n ",non-directive
"@return true if any decorated predicate return true\n",non-directive
" Gets the predicates, do not modify the array.\n\n ",directive
"@return the predicates\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n\n ",directive
"@param predicates  the predicates to check, not cloned, not null\n",non-directive
" Factory method that performs validation.\n \n",non-directive
"@param predicate  predicate to switch on\n ",non-directive
"@param trueClosure  closure used if true\n ",non-directive
"@param falseClosure  closure used if false\n ",non-directive
"@return the <code>if</code> closure\n ",non-directive
" Gets the predicate.\n \n",non-directive
"@return the predicate\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the closure called when true.\n \n",non-directive
"@return the closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Gets the closure called when false.\n \n",non-directive
"@return the closure\n ",non-directive
"@since Commons Collections 3.1\n",non-directive
" Constructor that performs no validation.\n ",directive
"Use <code>getInstance</code> if you want that.\n ",directive
