% 1. Title: arff file created from Comments_WebOutput-Corrected-Java_(only comments and class).csv
% 2 clases
% null-directive and semi-directive instances were taken as directive class

@RELATION "1.1_Java_2Classes.arff"

@ATTRIBUTE text string
@ATTRIBUTE comment__class {directive,non-directive}

@DATA
"This value gives the number of \n following bytes that are in the encoded string, not\n the length of the resulting string. ",directive
"The following bytes are then \n interpreted as bytes encoding characters in the modified UTF-8 format \n and are converted into characters. \n ",directive
"<p>\n This method blocks until all the bytes are read, the end of the \n stream is detected, or an exception is thrown. \n\n ",directive
"@return     a Unicode string.\n ",non-directive
"@see        java.io.RandomAccessFile#readUnsignedShort()\n",non-directive
" Converts the float argument to an <code>int</code> using the \n <code>floatToIntBits</code> method in class <code>Float</code>, \n and then writes that <code>int</code> value to the file as a \n four-byte quantity, high byte first. ",non-directive
"The write starts at the \n current position of the file pointer.\n\n ",non-directive
"@param      v   a <code>float</code> value to be written.\n ",non-directive
"@see        java.lang.Float#floatToIntBits(float)\n",non-directive
" Creates a <code>PushbackInputStream</code>\n with a pushback buffer of the specified <code>size</code>,\n and saves its  argument, the input stream\n <code>in</code>, for later use. ",non-directive
"Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n ",non-directive
"@param  in    the input stream from which bytes will be read.\n ",non-directive
"@param  size  the size of the pushback buffer.\n ",non-directive
"@since  JDK1.1\n",non-directive
" Creates a <code>PushbackInputStream</code>\n and saves its  argument, the input stream\n <code>in</code>, for later use. ",non-directive
"Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n ",directive
"@param   in   the input stream from which bytes will be read.\n",non-directive
" Prints a boolean value.  ",non-directive
"The string produced by <code>{@link\n java.lang.String#valueOf(boolean)}</code> is translated into bytes\n according to the platform's default character encoding, and these bytes\n are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n ",directive
"@param      b   The <code>boolean</code> to be printed\n",non-directive
" Prints a double-precision floating-point number.  ",non-directive
"The string produced by\n <code>{@link java.lang.String#valueOf(double)}</code> is translated into\n bytes according to the platform's default character encoding, and these\n bytes are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n ",directive
"@param      d   The <code>double</code> to be printed\n ",non-directive
"@see        java.lang.Double#toString(double)\n",non-directive
" Prints a long integer and then terminates the line.  ",non-directive
"This method behaves\n as though it invokes <code>{@link #print(long)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x the <code>long</code> value to be printed\n",non-directive
" Creates a new PrintWriter, without automatic line flushing, with the\n specified file.  ",non-directive
"This convenience constructor creates the necessary\n intermediate {@link java.io.OutputStreamWriter OutputStreamWriter},\n which will encode characters using the {@linkplain\n java.nio.charset.Charset#defaultCharset() default charset} for this\n instance of the Java virtual machine.\n\n ",directive
"@param  file\n         The file to use as the destination of this writer.  ",non-directive
"If the file\n         exists then it will be truncated to zero size; otherwise, a new\n         file will be created.  ",directive
"The output will be written to the file\n         and is buffered.\n\n ",non-directive
"@since  1.5\n",non-directive
" Closes the stream.  ",non-directive
"This is done by flushing the stream and then closing\n the underlying output stream.\n\n ",non-directive
"@see        java.io.OutputStream#close()\n",non-directive
" Prints a boolean and then terminate the line.  ",non-directive
"This method behaves as\n though it invokes <code>{@link #print(boolean)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x  The <code>boolean</code> to be printed\n",non-directive
" Prints a character and then terminate the line.  ",non-directive
"This method behaves as\n though it invokes <code>{@link #print(char)}</code> and then\n <code>{@link #println()}</code>.\n\n ",directive
"@param x  The <code>char</code> to be printed.\n",non-directive
" A convenience method to write a formatted string to this output stream\n using the specified format string and arguments.\n\n ",non-directive
"<p> An invocation of this method of the form <tt>out.printf(format,\n args)</tt> behaves in exactly the same way as the invocation\n\n <pre>\n     out.format(format, args) </pre>\n\n ",directive
"@param  format\n         A format string as described in <a\n         href=\"../util/Formatter.html#syntax\">Format string syntax</a>\n\n ",directive
"@param  args\n         Arguments referenced by the format specifiers in the format\n         string.  ",directive
"If there are more arguments than format specifiers, the\n         extra arguments are ignored.  ",directive
"The number of arguments is\n         variable and may be zero.  ",directive
"The maximum number of arguments is\n         limited by the maximum dimension of a Java array as defined by\n         the <a href=\"http://java.sun.com/docs/books/vmspec/\">Java\n         Virtual Machine Specification</a>.  ",directive
"The behaviour on a\n         <tt>null</tt> argument depends on the <a\n         href=\"../util/Formatter.html#syntax\">conversion</a>.\n\n ",directive
"For specification of all possible\n          formatting errors, see the <a\n          href=\"../util/Formatter.html#detail\">Details</a> section of the\n          formatter class specification.\n\n ",directive
"@return  This output stream\n\n ",non-directive
"@since  1.5\n",non-directive
" Connects this piped writer to a receiver. ",non-directive
"If this object\n is already connected to some other piped reader, an \n <code>IOException</code> is thrown.\n ",directive
"<p>\n If <code>snk</code> is an unconnected piped reader and \n <code>src</code> is an unconnected piped writer, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n ",directive
"@param      snk   the piped reader to connect to.\n ",non-directive
" Reads the next character of data from this piped stream.\n ",non-directive
"If no character is available because the end of the stream \n has been reached, the value <code>-1</code> is returned. \n ",directive
"This method blocks until input data is available, the end of\n the stream is detected, or an exception is thrown. \n\n ",directive
"@return     the next character of data, or <code>-1</code> if the end of the\n             stream is reached.\n ",directive
" Connects this piped output stream to a receiver. ",non-directive
"If this object\n is already connected to some other piped input stream, an \n <code>IOException</code> is thrown.\n ",directive
"<p>\n If <code>snk</code> is an unconnected piped input stream and \n <code>src</code> is an unconnected piped output stream, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n ",non-directive
"@param      snk   the piped input stream to connect to.\n ",non-directive
" Writes the specified <code>byte</code> to the piped output stream. \n ",non-directive
"<p>\n Implements the <code>write</code> method of <code>OutputStream</code>.\n\n ",non-directive
"@param      b   the <code>byte</code> to be written.\n ",non-directive
" Receives a byte of data.  ",non-directive
"This method will block if no input is\n available.\n ",directive
"@param b the byte being received\n ",non-directive
"@since     JDK1.1\n",non-directive
" Specify stream protocol version to use when writing the stream.\n\n ",non-directive
"<p>This routine provides a hook to enable the current version of\n Serialization to write in a format that is backwards compatible to a\n previous version of the stream format.\n\n ",non-directive
"<p>Every effort will be made to avoid introducing additional\n backwards incompatibilities; however, sometimes there is no\n other alternative.\n\n ",directive
"@param	version use ProtocolVersion from java.io.ObjectStreamConstants.\n ",directive
"@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_1\n ",non-directive
"@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_2\n ",non-directive
"@since	1.2\n",non-directive
" Put the value of the named double field into the persistent field.\n\n ",non-directive
"@param  name the name of the serializable field\n ",non-directive
"@param  val the value to assign to the field\n ",non-directive
" Writes an array of bytes. ",non-directive
"This method will block until the bytes\n are actually written.\n ",directive
"@param b	the data to be written\n ",non-directive
" Reads the persistent fields from the stream and makes them available by\n name.\n \n",non-directive
"@return	the <code>GetField</code> object representing the persistent\n 		fields of the object being deserialized\n ",non-directive
"@since 1.2\n",non-directive
" Reads up to <code>len</code> bytes of data from this input stream \n into an array of bytes. ",non-directive
"This method blocks until some input is available.\n ",directive
"<p>\n The <code>read</code> method of \n <code>LineNumberInputStream</code> repeatedly calls the \n <code>read</code> method of zero arguments to fill in the byte array.\n\n ",non-directive
"@param      b     the buffer into which the data is read.\n ",non-directive
"@param      off   the start offset of the data.\n ",non-directive
"@param      len   the maximum number of bytes read.\n ",non-directive
"@return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end of\n             this stream has been reached.\n ",directive
"@see        java.io.LineNumberInputStream#read()\n",non-directive
" Reads characters into a portion of an array.\n\n ",non-directive
"@param      cbuf     Destination buffer\n ",non-directive
"@param      offset   Offset at which to start storing characters\n ",non-directive
"@param      length   Maximum number of characters to read\n\n ",non-directive
"@return     The number of characters read, or -1 if the end of the \n             stream has been reached\n\n ",non-directive
" Creates an InputStreamReader that uses the given charset decoder.  ",non-directive
"</p>\n\n ",non-directive
"@param  in       An InputStream\n ",non-directive
"@param  dec      A charset decoder\n\n ",non-directive
"@since 1.4\n @spec JSR-51\n",non-directive
" Constructs a FileWriter object given a file name with a boolean\n indicating whether or not to append the data written.\n\n ",non-directive
"@param fileName  String The system-dependent filename.\n ",non-directive
"@param append    boolean if <code>true</code>, then data will be written\n                  to the end of the file rather than the beginning.\n ",non-directive
" Returns the unique {@link java.nio.channels.FileChannel FileChannel}\n object associated with this file output stream. ",non-directive
"</p>\n\n <p> The initial {@link java.nio.channels.FileChannel#position()\n </code>position<code>} of the returned channel will be equal to the\n number of bytes written to the file so far unless this stream is in\n append mode, in which case it will be equal to the size of the file.\n ",directive
"Writing bytes to this stream will increment the channel's position\n accordingly.  ",non-directive
"Changing the channel's position, either explicitly or by\n writing, will change this stream's file position.\n\n ",non-directive
"@return  the file channel associated with this file output stream\n\n ",non-directive
"@since 1.4\n @spec JSR-51\n",non-directive
" Creates an output file stream to write to the specified file \n descriptor, which represents an existing connection to an actual \n file in the file system.\n ",non-directive
"<p>\n First, if there is a security manager, its <code>checkWrite</code> \n method is called with the file descriptor <code>fdObj</code> \n argument as its argument.\n\n ",directive
"@param      fdObj   the file descriptor to be opened for writing\n ",non-directive
"@see        java.lang.SecurityManager#checkWrite(java.io.FileDescriptor)\n",non-directive
" Skips over and discards <code>n</code> bytes of data from the\n input stream.\n\n ",non-directive
"<p>The <code>skip</code> method may, for a variety of\n reasons, end up skipping over some smaller number of bytes,\n possibly <code>0</code>. ",directive
"If <code>n</code> is negative, an\n <code>IOException</code> is thrown, even though the <code>skip</code>\n method of the {@link InputStream} superclass does nothing in this case.\n ",directive
"The actual number of bytes skipped is returned.\n\n ",non-directive
"<p>This method may skip more bytes than are remaining in the backing\n file. ",directive
"This produces no exception and the number of bytes skipped\n may include some number of bytes that were beyond the EOF of the\n backing file. ",directive
"Attempting to read from the stream after skipping past\n the end will result in -1 indicating the end of the file.\n\n ",directive
"@param      n   the number of bytes to be skipped.\n ",non-directive
"@return     the actual number of bytes skipped.\n ",non-directive
" Creates a new <code>File</code> instance from a parent pathname string\n and a child pathname string.\n\n ",non-directive
"<p> If <code>parent</code> is <code>null</code> then the new\n <code>File</code> instance is created as if by invoking the\n single-argument <code>File</code> constructor on the given\n <code>child</code> pathname string.\n\n ",directive
"<p> Otherwise the <code>parent</code> pathname string is taken to denote\n a directory, and the <code>child</code> pathname string is taken to\n denote either a directory or a file.  ",directive
"If the <code>child</code> pathname\n string is absolute then it is converted into a relative pathname in a\n system-dependent way.  ",non-directive
"If <code>parent</code> is the empty string then\n the new <code>File</code> instance is created by converting\n <code>child</code> into an abstract pathname and resolving the result\n against a system-dependent default directory.  ",directive
"Otherwise each pathname\n string is converted into an abstract pathname and the child abstract\n pathname is resolved against the parent.\n\n ",non-directive
"@param   parent  The parent pathname string\n ",non-directive
"@param   child   The child pathname string\n ",non-directive
" Writes to the output stream the eight\n low-order bits of the argument <code>b</code>.\n ",non-directive
"The 24 high-order  bits of <code>b</code>\n are ignored.\n\n ",directive
"@param      b   the byte to be written.\n ",non-directive
" Writes a string to the output stream.\n ",non-directive
"For every character in the string\n <code>s</code>,  taken in order, one byte\n is written to the output stream.  ",non-directive
"If\n <code>s</code> is <code>null</code>, a <code>NullPointerException</code>\n is thrown.<p>  If <code>s.length</code>\n is zero, then no bytes are written. ",directive
"Otherwise,\n the character <code>s[0]</code> is written\n first, then <code>s[1]</code>, and so on;\n the last character written is <code>s[s.length-1]</code>.\n ",non-directive
"For each character, one byte is written,\n the low-order byte, in exactly the manner\n of the <code>writeByte</code> method . ",non-directive
"The\n high-order eight bits of each character\n in the string are ignored.\n\n ",directive
"@param      s   the string of bytes to be written.\n ",non-directive
" Writes every character in the string <code>s</code>,\n to the output stream, in order,\n two bytes per character. ",non-directive
"If <code>s</code>\n is <code>null</code>, a <code>NullPointerException</code>\n is thrown.  ",directive
"If <code>s.length</code>\n is zero, then no characters are written.\n ",non-directive
"Otherwise, the character <code>s[0]</code>\n is written first, then <code>s[1]</code>,\n and so on; the last character written is\n <code>s[s.length-1]</code>. ",non-directive
"For each character,\n two bytes are actually written, high-order\n byte first, in exactly the manner of the\n <code>writeChar</code> method.\n\n ",directive
"@param      s   the string value to be written.\n ",non-directive
" Reads some number of bytes from the contained input stream and \n stores them into the buffer array <code>b</code>. ",non-directive
"The number of \n bytes actually read is returned as an integer. ",non-directive
"This method blocks \n until input data is available, end of file is detected, or an \n exception is thrown. \n \n",directive
" <p>If <code>b</code> is null, a <code>NullPointerException</code> is \n thrown. ",directive
"If the length of <code>b</code> is zero, then no bytes are \n read and <code>0</code> is returned; otherwise, there is an attempt \n to read at least one byte. ",directive
"If no byte is available because the \n stream is at end of file, the value <code>-1</code> is returned;\n otherwise, at least one byte is read and stored into <code>b</code>. \n \n",directive
" <p>The first byte read is stored into element <code>b[0]</code>, the \n next one into <code>b[1]</code>, and so on. ",non-directive
"The number of bytes read \n is, at most, equal to the length of <code>b</code>. ",non-directive
"Let <code>k</code> \n be the number of bytes actually read; these bytes will be stored in \n elements <code>b[0]</code> through <code>b[k-1]</code>, leaving \n elements <code>b[k]</code> through <code>b[b.length-1]</code> \n unaffected. \n \n",non-directive
" <p>The <code>read(b)</code> method has the same effect as: \n <blockquote><pre>\n read(b, 0, b.length) \n </pre></blockquote>\n\n ",directive
"@param      b   the buffer into which the data is read.\n ",non-directive
"@return     the total number of bytes read into the buffer, or\n             <code>-1</code> if there is no more data because the end\n             of the stream has been reached.\n ",directive
"@see        java.io.FilterInputStream#in\n ",non-directive
"@see        java.io.InputStream#read(byte[], int, int)\n",non-directive
" See the general contract of the <code>readShort</code>\n method of <code>DataInput</code>.\n ",directive
"<p>\n Bytes\n for this operation are read from the contained\n input stream.\n\n ",non-directive
"@return     the next two bytes of this input stream, interpreted as a\n             signed 16-bit number.\n ",non-directive
"@see        java.io.FilterInputStream#in\n",non-directive
" See the general contract of the <code>readLong</code>\n method of <code>DataInput</code>.\n ",directive
"<p>\n Bytes\n for this operation are read from the contained\n input stream.\n\n ",non-directive
"@return     the next eight bytes of this input stream, interpreted as a\n             <code>long</code>.\n ",non-directive
"@see        java.io.FilterInputStream#in\n",non-directive
" A convenience method to write a formatted string to this console's\n output stream using the specified format string and arguments.\n\n ",non-directive
"<p> An invocation of this method of the form <tt>con.printf(format,\n args)</tt> behaves in exactly the same way as the invocation of\n <pre>con.format(format, args)</pre>.\n\n ",directive
"@param  format\n         A format string as described in <a\n         href=\"../util/Formatter.html#syntax\">Format string syntax</a>.\n\n ",directive
"@param  args\n         Arguments referenced by the format specifiers in the format\n         string.  ",directive
"If there are more arguments than format specifiers, the\n         extra arguments are ignored.  ",directive
"The number of arguments is\n         variable and may be zero.  ",directive
"The maximum number of arguments is\n         limited by the maximum dimension of a Java array as defined by\n         the <a href=\"http://java.sun.com/docs/books/vmspec/\">Java\n         Virtual Machine Specification</a>.  ",directive
"The behaviour on a\n         <tt>null</tt> argument depends on the <a\n         href=\"../util/Formatter.html#syntax\">conversion</a>.\n\n ",directive
"For specification of all possible\n          formatting errors, see the <a\n          href=\"../util/Formatter.html#detail\">Details</a> section of the\n          formatter class specification.\n\n ",directive
"@return  This console\n",non-directive
" Constructs an <code>UnknownHostException</code> with the specified\n detail message.\n\n ",non-directive
"@param s the detail message\n ",non-directive
"@since JDK1.1\n",non-directive
" Constructs a <code>NotBoundException</code> with the specified\n detail message.\n\n ",non-directive
"@param s the detail message\n ",non-directive
"@since JDK1.1\n",non-directive
" Returns a new copy of the contained marshalledobject.  ",non-directive
"The internal\n representation is deserialized with the semantics used for\n unmarshaling paramters for RMI calls.\n\n ",directive
"@return a copy of the contained object\n ",non-directive
"could not be found\n ",non-directive
"@since 1.2\n",non-directive
" Constructs a <code>ConnectException</code> with the specified\n detail message.\n\n ",non-directive
"@param s the detail message\n ",non-directive
"@since JDK1.1\n",non-directive
" Returns the group's property-override list.\n ",non-directive
"@return the property-override list, or <code>null</code>\n ",non-directive
"@since 1.2\n",non-directive
" Returns the group's command-environment control object.\n ",non-directive
"@return the command-environment object, or <code>null</code>\n ",directive
"@since 1.2\n",non-directive
" Fetch the configured path-qualified java command name.\n\n ",non-directive
"@return the configured name, or <code>null</code> if configured to\n accept the default\n ",directive
"@since 1.2\n",non-directive
" Compares two command environments for content equality.\n\n ",non-directive
"@param	obj	the Object to compare with\n ",non-directive
"@return	true if these Objects are equal; false otherwise.\n ",non-directive
"@see		java.util.Hashtable\n ",non-directive
"@since 1.2\n",non-directive
" Returns the object's activation identifier.  ",non-directive
"The method is\n protected so that only subclasses can obtain an object's\n identifier.\n ",directive
"@return the object's activation identifier\n ",non-directive
"@since 1.2\n",non-directive
" Creates a \"well-known\" <code>UID</code>.\n\n ",non-directive
"There are 2<sup>16</sup> possible such well-known ids.\n\n ",non-directive
"<p>A <code>UID</code> created via this constructor will not\n clash with any <code>UID</code>s generated via the no-arg\n constructor.\n\n ",directive
"@param	num number for well-known <code>UID</code>\n",non-directive
" Returns the handler for socket creation failure set by the\n <code>setFailureHandler</code> method.\n ",non-directive
"@return the failure handler\n ",non-directive
"@see #setFailureHandler(RMIFailureHandler)\n ",non-directive
"@since JDK1.1\n",non-directive
" Returns the string representation of the operation.\n ",non-directive
"@deprecated no replacement\n ",directive
"@since JDK1.1\n",non-directive
" Compares the specified object with this <code>ObjID</code> for\n equality.\n\n ",non-directive
"This method returns <code>true</code> if and only if the\n specified object is an <code>ObjID</code> instance with the same\n object number and address space identifier as this one.\n\n ",directive
"@param	obj the object to compare this <code>ObjID</code> to\n\n ",non-directive
"@return	<code>true</code> if the given object is equivalent to\n this one, and <code>false</code> otherwise\n",non-directive
" Loads a class from the location specified by the\n <code>java.rmi.server.codebase</code> property.\n\n ",non-directive
"@param  name the name of the class to load\n ",non-directive
"@return the <code>Class</code> object representing the loaded class\n ",non-directive
"@since JDK1.1\n ",non-directive
"@deprecated no replacement\n",directive
" Constructs a <tt>TypeNotPresentException</tt> for the named type\n with the specified cause.\n\n ",non-directive
"@param typeName the fully qualified name of the unavailable type\n ",non-directive
"@param cause the exception that was thrown when the system attempted to\n    load the named type, or <tt>null</tt> if unavailable or inapplicable\n",directive
" Prints this throwable and its backtrace to the specified\n print writer.\n\n ",non-directive
"@param s <code>PrintWriter</code> to use for output\n ",non-directive
"@since   JDK1.1\n",non-directive
" Constructs a new throwable with the specified detail message and\n cause.  ",non-directive
"<p>Note that the detail message associated with\n <code>cause</code> is <i>not</i> automatically incorporated in\n this throwable's detail message.\n\n ",directive
"<p>The {@link #fillInStackTrace()} method is called to initialize\n the stack trace data in the newly created throwable.\n\n ",directive
"@param  message the detail message (which is saved for later retrieval\n         by the {@link #getMessage()} method).\n ",directive
"@param  cause the cause (which is saved for later retrieval by the\n         {@link #getCause()} method).  ",directive
"(A <tt>null</tt> value is\n         permitted, and indicates that the cause is nonexistent or\n         unknown.)\n ",directive
"@since  1.4\n",non-directive
" Forces the thread to stop executing.\n ",non-directive
"<p>\n If there is a security manager installed, the <code>checkAccess</code>\n method of this thread is called, which may result in a \n <code>SecurityException</code> being raised (in the current thread). \n ",directive
"<p>\n If this thread is different from the current thread (that is, the current\n thread is trying to stop a thread other than itself) or\n <code>obj</code> is not an instance of <code>ThreadDeath</code>, the\n security manager's <code>checkPermission</code> method (with the\n <code>RuntimePermission(\"stopThread\")</code> argument) is called in\n addition.\n ",directive
"Again, this may result in throwing a \n <code>SecurityException</code> (in the current thread). \n ",directive
"<p>\n If the argument <code>obj</code> is null, a \n <code>NullPointerException</code> is thrown (in the current thread). \n ",directive
"<p>\n The thread represented by this thread is forced to stop \n whatever it is doing abnormally and to throw the \n <code>Throwable</code> object <code>obj</code> as an exception. ",non-directive
"This \n is an unusual action to take; normally, the <code>stop</code> method \n that takes no arguments should be used. \n ",directive
"<p>\n It is permitted to stop a thread that has not yet been started. \n ",directive
"If the thread is eventually started, it immediately terminates. \n\n ",non-directive
"@param      obj   the Throwable object to be thrown.\n ",non-directive
"@see        #interrupt()\n ",non-directive
"@see        #checkAccess()\n ",non-directive
"@see        #run()\n ",non-directive
"@see        #start()\n ",non-directive
"@see        #stop()\n ",non-directive
"@see        SecurityManager#checkAccess(Thread)\n ",non-directive
"@see        SecurityManager#checkPermission\n ",non-directive
"@deprecated This method is inherently unsafe.  ",directive
"See {@link #stop()}\n        for details.  ",directive
"An additional danger of this\n        method is that it may be used to generate exceptions that the\n        target thread is unprepared to handle (including checked\n        exceptions that the thread could not possibly throw, were it\n        not for this method).\n        ",directive
"For more information, see \n        <a href=\"{@docRoot}/../technotes/guides/concurrency/threadPrimitiveDeprecation.html\">Why \n        are Thread.stop, Thread.suspend and Thread.resume Deprecated?</a>.\n",directive
" Counts the number of stack frames in this thread. ",non-directive
"The thread must \n be suspended. \n\n ",directive
"@return     the number of stack frames in this thread.\n ",non-directive
"@deprecated The definition of this call depends on {@link #suspend},\n		   which is deprecated.  ",directive
"Further, the results of this call\n		   were never well-defined.\n",directive
" Allocates a new <code>Thread</code> object so that it has \n <code>target</code> as its run object, has the specified \n <code>name</code> as its name, and belongs to the thread group \n referred to by <code>group</code>.\n ",non-directive
"<p>\n If <code>group</code> is <code>null</code> and there is a \n security manager, the group is determined by the security manager's \n <code>getThreadGroup</code> method. ",directive
"If <code>group</code> is \n <code>null</code> and there is not a security manager, or the\n security manager's <code>getThreadGroup</code> method returns \n <code>null</code>, the group is set to be the same ThreadGroup \n as the thread that is creating the new thread.\n \n",directive
" <p>If there is a security manager, its <code>checkAccess</code> \n method is called with the ThreadGroup as its argument.\n ",directive
"<p>In addition, its <code>checkPermission</code>\n method is called with the\n <code>RuntimePermission(\"enableContextClassLoaderOverride\")</code>\n permission when invoked directly or indirectly by the constructor\n of a subclass which overrides the <code>getContextClassLoader</code>\n or <code>setContextClassLoader</code> methods.\n ",directive
"This may result in a SecurityException.\n\n ",directive
"<p>\n If the <code>target</code> argument is not <code>null</code>, the \n <code>run</code> method of the <code>target</code> is called when \n this thread is started. ",directive
"If the target argument is \n <code>null</code>, this thread's <code>run</code> method is called \n when this thread is started. \n ",directive
"<p>\n The priority of the newly created thread is set equal to the \n priority of the thread creating it, that is, the currently running \n thread. ",non-directive
"The method <code>setPriority</code> may be used to \n change the priority to a new value. \n ",directive
"<p>\n The newly created thread is initially marked as being a daemon \n thread if and only if the thread creating it is currently marked \n as a daemon thread. ",directive
"The method <code>setDaemon </code> may be used \n to change whether or not a thread is a daemon. \n\n ",directive
"@param      group     the thread group.\n ",non-directive
"@param      target   the object whose <code>run</code> method is called.\n ",non-directive
"@param      name     the name of the new thread.\n ",non-directive
"@see        Runnable#run()\n ",non-directive
"@see        #run()\n ",non-directive
"@see        #setDaemon(boolean)\n ",non-directive
"@see        #setPriority(int)\n ",non-directive
"@see        ThreadGroup#checkAccess()\n ",non-directive
"@see        SecurityManager#checkAccess\n",non-directive
" Returns the same hash code for the given object as\n would be returned by the default method hashCode(),\n whether or not the given object's class overrides\n hashCode().\n ",non-directive
"The hash code for the null reference is zero.\n\n ",directive
"@param x object for which the hashCode is to be calculated\n ",non-directive
"@return  the hashCode\n ",non-directive
"@since   JDK1.1\n",non-directive
" Copies characters from this string into the destination character\n array.\n ",non-directive
"<p>\n The first character to be copied is at index <code>srcBegin</code>;\n the last character to be copied is at index <code>srcEnd-1</code>\n (thus the total number of characters to be copied is\n <code>srcEnd-srcBegin</code>). ",non-directive
"The characters are copied into the\n subarray of <code>dst</code> starting at index <code>dstBegin</code>\n and ending at index:\n <p><blockquote><pre>\n     dstbegin + (srcEnd-srcBegin) - 1\n </pre></blockquote>\n\n ",non-directive
"@param      srcBegin   index of the first character in the string\n                        to copy.\n ",non-directive
"@param      srcEnd     index after the last character in the string\n                        to copy.\n ",non-directive
"@param      dst        the destination array.\n ",non-directive
"@param      dstBegin   the start offset in the destination array.\n ",non-directive
"-- <code>srcBegin</code> is negative.\n            ",directive
"-- <code>srcBegin</code> is greater than <code>srcEnd</code>\n            ",non-directive
"-- <code>srcEnd</code> is greater than the length of this\n                string\n            ",non-directive
"-- <code>dstBegin</code> is negative\n            ",non-directive
