@relation 'textMining01.csv_balanced(randomized)'

@attribute text string
@attribute is_directive {directive,non-directive}

@data
' The <code>IPreferenceStore</code> interface represents a table mapping\n named preferences to values. If there is no value for a given name, \n then that preferences\'s default value is returned; and if there is no\n default value for that preference, then a default-default value is returned.\n The default-default values for the primitive types are as follows:\n <ul>\n \t<li><code>boolean</code> = <code>false</code></li>\n \t<li><code>double</code> = <code>0.0</code></li>\n \t<li><code>float</code> = <code>0.0f</code></li>\n \t<li><code>int</code> = <code>0</code></li>\n  <li><code>long</code> = <code>0</code></li>\n \t<li><code>String</code> = <code>\"\"</code> (the empty string)</li>\n </ul>\n <p>\n Thus a preference store maintains two values for each of a set of\n names: a current value and a default value.\n The typical usage is to establish the defaults for all known preferences\n and then restore previously stored values for preferences whose values \n were different from their defaults. After the current values of\n the preferences have been modified, it is a simple matter to write\n out only those preferences whose values are different from their defaults.\n This two-tiered approach to saving and restoring preference setting\n minimized the number of preferences that need to be persisted; indeed,\n the normal starting state does not require storing any preferences\n at all.\n </p>\n <p>\n A property change event is reported whenever a preferences current\n value actually changes (whether through <code>setValue</code>,\n <code>setToDefault</code>, or other unspecified means). Note, however,\n that manipulating default values (with <code>setDefault</code>)\n does not cause such events to be reported.\n </p>\n <p>\n Clients who need a preference store may implement this interface or \n instantiate the standard implementation <code>PreferenceStore</code>.\n </p>\n\n @see PreferenceStore\n',directive
'<p>\n This is an internal method and should not be called by clients.\n ',directive
'If it cannot be read then the default FontData\n will be returned.\n \n',directive
' Adds a listener for page changes in this page change provider. ',non-directive
'try {\n       // Assuming the RuntimeMXBean has been registered in mbs\n       ObjectName oname = new ObjectName(ManagementFactory.RUNTIME_MXBEAN_NAME);\n    \n       // Get standard attribute \"VmVendor\"\n       String vendor = (String) mbs.getAttribute(oname, \"VmVendor\");\n\n       // Check if this MXBean contains Sun\'s extension\n       if (mbs.isInstanceOf(oname, \"com.sun.management.RuntimeMXBean\")) {\n           // Get platform-specific attribute \"Bar\"\n           BarType bar = (String) mbs.getAttribute(oname, \"Bar\");\n       }\n   } catch (....) {\n       // Catch the exceptions thrown by ObjectName constructor\n       // and MBeanServer methods\n       ...\n   ',directive
' Returns an array of colors with hues evenly distributed on the hue wheel defined by the <a\n href=\"http://en.wikipedia.org/wiki/HSV_color_space\">HSB color space</a>. ',directive
'@param selection the selection\n ',non-directive
' <code>ClosureUtils</code> provides reference implementations and utilities\n for the Closure functor interface. The supplied closures are:\n <ul>\n <li>Invoker - invokes a method on the input object\n <li>For - repeatedly calls a closure for a fixed number of times\n <li>While - repeatedly calls a closure while a predicate is true\n <li>DoWhile - repeatedly calls a closure while a predicate is true\n <li>Chained - chains two or more closures together\n <li>Switch - calls one closure based on one or more predicates\n <li>SwitchMap - calls one closure looked up from a Map\n <li>Transformer - wraps a Transformer as a Closure\n <li>NOP - does nothing\n <li>Exception - always throws an exception\n </ul>\n All the supplied closures are Serializable.\n\n @since Commons Collections 3.0\n @version $Revision: 815034 $ $Date: 2009-09-15 07:54:39 +0200 (Tue, 15 Sep 2009) $\n\n @author Stephen Colebourne\n @author Matt Benson\n',directive
'@see #putValue(IPreferenceStore, String, FontData[])\n',non-directive
'The string representation is\n \"font name-style-height\" (for example \"Times New Roman-bold-36\").\n ',directive
'@param value the font list string \n ',non-directive
' Indicates whether the Cancel button is to be shown.\n',non-directive
'@see #spacing(Point)\n * ',non-directive
'When the\nweak references to a weakly-reachable object are cleared, the object becomes\neligible for finalization.\n\n',non-directive
' Creates a new preference manager.\n',non-directive
'@param newType\n            the message type\n ',non-directive
'Any object that\ncan be invoked this way must implement the Remote interface. ',directive
' The label for hide details buttons.\n',non-directive
' Gets the current key, which is the key returned by the last call\n to <code>next()</code>.\n\n @return the current key\n @throws IllegalStateException if <code>next()</code> has not yet been called\n',directive
?,non-directive
'</p>\n <p>\n Note that for backward compatibility, a message of type\n <code>ERROR</code> is different than an error message (set using\n <code>setErrorMessage</code>). ',directive
' Resizes the range by <code>delta</code> lines by moving the start offset, {@link #end()} remains unchanged.\n\n @param delta the number of lines to resize the range\n @throws LineIndexOutOfBoundsException if <code>-delta</code> &gt;= {@link #length()}\n',non-directive
'@param subjectArea the subject area\n ',non-directive
'@param rgb the color\n ',non-directive
'@param steps the requested size, must be &gt;= 2\n ',directive
' The default-default value for String preferences (<code>\"\"</code>).\n',non-directive
'@link\njava.util.concurrent.Future} returns the results of a function, allows\ndetermination of whether execution has completed, and provides a means to\ncancel execution.  ',directive
' Returns this field editor\'s scale control.\n \n @return the scale control, or <code>null</code> if no scale field is\n         created yet\n',non-directive
'<p>\n A wizard selection page should present a list of wizard nodes \n corresponding to other wizards. ',directive
' Returns whether the given thread is running a modal context.\n \n @param thread\n            The thread to be checked\n @return <code>true</code> if the given thread is running a modal\n         context, <code>false</code> if not\n',directive
'This package contains three main groups of classes and\ninterfaces:\n<ul>\n',non-directive
'@param map  the map to use\n ',non-directive
'To avoid compatibility issues, the names of\n<tt>Condition</tt> methods are different than the corresponding\n<tt>Object</tt> versions.\n\n',directive
' Sets the image for this dialog.\n \n @param image\n            the image.\n',non-directive
'<p>\n The <code>WizardDialog</code> implementation of this framework method\n prevents the parent composite\'s columns from being made equal width in\n order to remove the margin between the Back and Next buttons.\n ',directive
'@return the message, or <code>null</code> if none\n',directive
'@return a new image data or <code>null</code>\n',directive
' Identifier for the Error Color\n',directive
'If either hint is set to SWT.DEFAULT,\n the control\'s preferred size is used.\n \n',directive
' Gets an iterator that iterates through a collections of {@link Iterator}s\n one after another.\n\n @param iterators  the iterators to use, not null or empty or contain nulls\n @return a combination iterator over the iterators\n @throws NullPointerException if iterators collection is null or contains a null\n @throws ClassCastException if the iterators collection contains the wrong object type\n',directive
'@param parent\n            the parent of the field editor\'s control\n',non-directive
?,non-directive
'</p>\n\n ',non-directive
'@return  a singleton list iterator over the object\n',non-directive
'While it would\nbe possible to declare a \"split map\" with matching input/output\nkey/value constraints, this would be a {',non-directive
'@param key  the key to look up\n ',non-directive
'@link java.lang.management.ThreadMXBean}</tt> </td>\n<td> Threads system of the Java virtual machine.</td>\n</tr>\n<tr>\n<td> <tt>{',directive
?,non-directive
' Return the <code>Image</code> to be used when displaying a warning.\n \n @return image the warning image\n',directive
'@return the change button\n',non-directive
'<li>SwitchMap - calls one closure looked up from a Map\n ',directive
' Sets the margins for layouts created with this factory. The margins are\n the distance between the outer cells and the edge of the layout.\n \n @param margins\n            margin size (pixels)\n @return this\n @see #spacing(int)\n',directive
' Convenience method to open a standard error dialog.\n \n',non-directive
' Sets whether JFace dialogs that support help control should\n show the control by default. ',non-directive
?,non-directive
' Implements a sticky hover control, i.e. a control that replaces a hover\n with an enriched and focusable control.\n <p>\n The information control is made visible on request by calling\n {@link #showInformationControl(Rectangle)}.\n </p>\n <p>\n Clients usually instantiate and configure this class before using it. The configuration\n must be consistent: This means the used {@link org.eclipse.jface.text.IInformationControlCreator}\n must create an information control expecting information in the same format the configured\n {@link org.eclipse.jface.text.information.IInformationProvider}s use to encode the information they provide.\n </p>\n\n @since 3.4\n',directive
'@link java.util.concurrent.CopyOnWriteArraySet}.\n',directive
'@param hint size (pixels) to be used instead of the control\'s preferred size. ',non-directive
'@link java.util.Map Map} implementation will also implement\n{',non-directive
' Notifies that the OK button of this page\'s container has been pressed.\n \n',non-directive
' An <code>AbstractControlContentAssistSubjectAdapter</code> delegates assistance requests from a\n {',non-directive
'</p>\n',non-directive
'@return the modal nesting level, or <code>0</code> if this method is\n         called outside the dynamic scope of any invocation of\n         <code>ModalContext.run</code>\n',directive
' Tells whether the replacer is currently replacing another information control.\n\n @return <code>true</code> while code from {@link #replaceInformationControl(IInformationControlCreator, Rectangle, Object, Rectangle, boolean)} is run\n',non-directive
' Sets the current value of the boolean-valued preference with the\n given name.\n <p>\n A property change event is reported if the current value of the \n preference actually changes from its previous value. In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n </p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n </p>\n\n @param name the name of the preference\n @param value the new current value of the preference\n',directive
'<li>hint(SWT.DEFAULT, SWT.DEFAULT)</li>\n ',non-directive
'An instance of one of\nthese subclasses encapsulates a single reference to a particular object, called\nthe <em>referent</em>.  ',directive
' Extends {',directive
'It collaborates with content type specific presentation damagers\n(<tt>IPresentationDamager</tt>) which for a given document change determine\nthe region of the presentation which must be rebuild, and content type\nspecific presentation repairers (<tt>IPresentationRepairer</tt>) which\nconstruct for a given damage region the document presentation. ',directive
' Returns the initial size to use for the shell. Overridden\n to check whether a size has been stored in dialog settings.\n If a size has been stored, it is returned.\n \n @return the initial size of the shell\n \n @since 3.2\n @see #getDialogBoundsSettings()\n @see #getDialogBoundsStrategy()\n',directive
?,non-directive
'A\nweakly consistent iterator is thread-safe, but does not necessarily\nfreeze the collection while iterating, so it may (or may not) reflect\nany updates since the iterator was created.\n\n',directive
' Update the image being displayed on the button using the current color\n setting.\n',non-directive
' Creates an integer field editor.\n \n',non-directive
' Shows the given message in the page for this\n field editor if it has one.\n\n ',non-directive
' Returns the value that will be used for Scale.setMaximum(int).\n \n',non-directive
'<code>DeviceResourceManager</code> should only be used directly when managing\n resources for a device other than a Display (such as a printer).  \n ',directive
' Gets a Long from a Map in a null-safe manner.\n <p>\n The Long is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a Long, <code>null</code> if null map input\n',non-directive
' The default-default value for <code>FontData</code> preferences.\n',non-directive
'@return the selected page in the dialog or <code>null</code> if none is\n         selected. ',directive
'@since 2.0\n',non-directive
' Converts the given value into an SWT rectangle.\n ',non-directive
' Converts the given double value to a string.\n Equivalent to <code>String.valueOf(value)</code>.\n\n @param value the double value\n @return the string representing the given double\n',non-directive
' Property name constant (value <code>\"field_editor_value\"</code>)\n to signal a change in the value of this field editor.\n',non-directive
' <p>Returns a FontDescriptor that is equivalent to the reciever, but whose height\n is larger by the given number of points.</p>\n \n <p>Does not modify the reciever.</p>\n \n @param heightDelta a change in height, in points. Negative values will return smaller\n fonts. \n @return a FontDescriptor whose height differs from the reciever by the given number\n of points. \n @since 3.3\n',non-directive
'@param previous the previous input or <code>null</code> if none\n',directive
'However, an indefinite\namount of time may elapse between a time-out being detected and a\nthread actually executing again after that time-out.  ',directive
'@param s the detail message.\n',non-directive
'@param fontData the array of FontData objects\n ',non-directive
'This could be useful during testing as a placeholder.\n\n ',non-directive
'@since JDK1.1\n',non-directive
'<p>\n Note that field editors can support only a single listener.\n ',directive
'@return the value\n ',non-directive
' Returns the wizard this node stands for.\n <p>\n If the content has not been created beforehand, calling this\n method triggers the creation of the wizard and caches it so that\n the identical wizard object is returned on subsequent calls.\n </p>\n\n @return the wizard\n',directive
'@return a new iterator\n',non-directive
' Sets the margins for layouts created with this factory. The margins\n specify the number of pixels of horizontal and vertical margin that will\n be placed along the left/right and top/bottom edges of the layout. Note\n that these margins will be added to the ones specified by\n {@link #extendedMargins(int, int, int, int)}.\n \n @param width\n            margin width (pixels)\n @param height\n            margin height (pixels)\n @return this\n @see #spacing(int)\n',directive
'@return a <code>Range</code> with the given start and end offsets\n ',non-directive
'\n Gap between label and control.\n',directive
'Normally, it is used as a shorthand for writing\n \"new RowLayout()\" and initializing a bunch of fields. ',non-directive
'The {',non-directive
'\nProvides a general framework for creating and managing\nwindows.\n<h2>\nPackage Specification</h2>\nA JFace window is an object that has no visual representation (no widgets)\nuntil it is told to open. All JFace windows, including dialogs, are instances\nof the abstract class <tt>Window</tt> or a subclass. This package contains\nthe base window classes:\n<tt>Window</tt> itself, which provides support\nfor a basic windows; and <tt>ApplicationWindow</tt>, which provides ready-to-use\nsupport for a high-level \"main window\" with standard menus, tool bar, and\nstatus line. Both of these classes may be subclassed to define additional\ntypes of window as required.\n<p>This package also contains <tt>WindowManager</tt>, instance of which\nare used for managing a group of windows. Window managers are useful in\napplications which create many different windows (dialogs, wizards, etc.)\nin addition to a main window. Window managers are not required for simple\napplications.\n<p>The only global state maintained by classes in this package is a default\nimage for window title bars (<tt>Window.setDefaultImage</tt>).\n',directive
'<p>\n Use the methods <code>load()</code> and <code>save()</code> to load\n and store this preference store.\n ',directive
' Returns the revision hover.\n\n @return the revision hover\n',non-directive
' Creates a new preference manager with the given\n path separator and root node.\n\n ',non-directive
?,non-directive
' A concrete implementation of a node in a preference dialog tree. This class\n also supports lazy creation of the node\'s preference page.\n',non-directive
'@param preferencePageContainer the preference page container, or <code>null</code> \n',directive
'<p>\n All characters that have codes less than or equal to <code>\'&#92;u0020\'</code> \n (the space character) are considered to be a white space.\n ',directive
'@return the previous wizard page, or <code>null</code> if none\n',directive
'\nProvides support for managing resources such as SWT\nfonts and images.\n',non-directive
?,non-directive
' Creates a ColorDescriptor from an existing Color, given the Device associated\n with the original Color. This is the usual way to convert a Color into\n a ColorDescriptor. Note that the returned ColorDescriptor depends on the\n original Color, and disposing the Color will invalidate the ColorDescriptor.\n \n @deprecated use {@link ColorDescriptor#createFrom(Color)}\n \n @since 3.1\n\n @param toCreate Color to convert into a ColorDescriptor.\n @param originalDevice this must be the same Device that was passed into the\n original Color\'s constructor.\n @return a newly created ColorDescriptor that describes the given Color.\n',directive
'@link\njava.util.concurrent.locks.AbstractOwnableSynchronizer}, a simple\nclass that helps record the thread currently holding exclusive\nsynchronization.  ',directive
?,non-directive
?,non-directive
' Image registry key for error message image (value\n <code>\"dialog_title_error_image\"</code>).\n',directive
'</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  ',directive
' The <code>TitleAreaDialog</code> implementation of this\n <code>Window</code> methods returns an initial size which is at least\n some reasonable minimum.\n \n @return the initial size of the dialog\n',non-directive
'<code>open</code> is non-blocking.\n \n',directive
'@param visible <code>true</code> to make this page visible,\n  and <code>false</code> to hide it\n',non-directive
'@see #setPreferenceStore\n',non-directive
'@return the dialog\'s current tray, or <code>null</code> if there is none\n',directive
'@param key  the key to look up\n ',non-directive
'@see #open(int, Shell, String, String, int)\n ',non-directive
'Separators (<tt>Separator</tt>) can be included in contribution lists to\nbreak up the list\'s visual representation. ',non-directive
'@return the cause or <code>null</code>\n ',directive
?,non-directive
'The package provides a default implementation <tt>QuickAssistAssistant</tt> which completely defines\nand implements the UI and the control flow for a quick assist assistant.\n<br>&nbsp;\n',directive
'Default implementation is tight to\n default implementation of {',directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.TEXT_FONT)\n </pre>\n \n ',directive
' Returns the current error message for this dialog page.\n May be <code>null</code> to indicate no error message.\n <p>\n An error message should describe some error state,\n as opposed to a message which may simply provide instruction\n or information to the user.\n </p>\n \n @return the error message, or <code>null</code> if none\n',directive
'@link\njava.util.concurrent.ArrayBlockingQueue}, {',directive
'@param fileName\n            the name of the file the settings are written in.\n ',non-directive
?,non-directive
'@link GridLayout}.\n ',directive
'@see PopupDialog#getDialogSettings()\n \n ',non-directive
' An information control replacer can replace an {@link AbstractInformationControlManager}\'s\n control.\n <p>\n The {@link AbstractInformationControlManager} can be configured with such a replacer by calling\n <code>setInformationControlReplacer</code>.\n </p>\n\n @since 3.4\n',directive
'A size\n        of 0 has special semantics defined by GridLayout. \n ',directive
'@throws IllegalArgumentException if the either array is null\n ',non-directive
' Creates the preference page for this node.\n',non-directive
'@link java.util.concurrent.ConcurrentSkipListMap},\n{',directive
'@link #end()}\n',directive
'@since 3.0\n',non-directive
' Sets the default value of the preference with the given name\n in the given preference store.\n\n @param store the preference store\n @param name the name of the preference\n @param value the new default value of the preference\n',non-directive
' Clears the error message from the message line.\n',non-directive
'<li>Transformer - wraps a Transformer as a Closure\n ',non-directive
'</p>\n <p>\n Note that the preferred way of re-initializing a preference to its\n default value is to call <code>setToDefault</code>.\n ',directive
'@param array  the array over which to iterate\n ',non-directive
'@deprecated use {',directive
'<p>\n Note that the current value of the preference is affected if\n the preference\'s current value was its old default value, in which\n case it changes to the new default value. ',directive
'@param delta the number of lines to resize the range\n ',directive
'@link ListIterator#add} and\n {',non-directive
'@link\njava.util.concurrent.BlockingQueue} interface, that defines blocking\nversions of put and take: {',directive
'Overrides\n characters in the center of the original string with an ellipsis (\"...\")\n if necessary. ',directive
' An abstract field editor for a string type preference that presents\n a string input field with a change button to its right to edit the\n input field\'s content. When the user presses the change button, the\n abstract framework method <code>changePressed()</code> gets called\n to compute a new string.\n',directive
'@throws DeviceResourceException if unable to allocate the Color\n',directive
' Provides a set of convenience methods for creating HTML pages.\n <p>\n Moved into this package from <code>org.eclipse.jface.internal.text.revisions</code>.</p>\n',non-directive
'For example, the applet context could be a Web browser or an applet\ndevelopment environment.\n',non-directive
'Convenience method equivalent to\n \n <pre>\n JFaceResources.getFontRegistry().get(JFaceResources.BANNER_FONT)\n </pre>\n \n ',directive
'<p>\n This method is typically called by a wizard page\n </p>\n\n ',directive
'<h2>Related Documentation</h2>\n\n<ul>\n  ',non-directive
'For implementations that support a command-line \ninterface, an agent is started by specifying an option on the command-line.  \n',non-directive
'The shell must have a {',directive
?,non-directive
' Set the manager for the preferences.\n ',non-directive
?,non-directive
' Returns an array of colors with hues evenly distributed on the hue wheel defined by the <a\n href=\"http://en.wikipedia.org/wiki/HSV_color_space\">HSB color space</a>. The returned array\n has size <code>steps</code>. The distance <var>d</var> between two successive colors is\n in [120&#176;,&nbsp;180&#176;].\n <p>\n The color at a given <code>index</code> has the hue returned by\n {@linkplain #computeHue(int) computeHue(index)}; i.e. the computed hues are not equidistant,\n but adaptively distributed on the color wheel.\n </p>\n <p>\n The first six colors returned correspond to the following {@link SWT} color constants:\n {@link SWT#COLOR_RED red}, {@link SWT#COLOR_GREEN green}, {@link SWT#COLOR_BLUE blue},\n {@link SWT#COLOR_YELLOW yellow}, {@link SWT#COLOR_CYAN cyan},\n {@link SWT#COLOR_MAGENTA magenta}.\n </p>\n\n @param steps the requested size, must be &gt;= 2\n @return an array of <code>steps</code> colors evenly distributed on the color wheel\n',directive
'@param value the int value\n ',non-directive
'@param map the <code>Map</code> to populate.\n ',non-directive
'In the event\n object, the property name is the name of the preference, and the\n old and new values are wrapped as objects.\n ',directive
'The results of a write by one thread are\nguaranteed to be visible to a read by another thread only if the write\noperation <i>happens-before</i> the read operation.  ',directive
' The <code>WizardSelectionPage</code> implementation of \n this <code>IWizardPage</code> method returns the first page \n of the currently selected wizard if there is one.\n',non-directive
' Creates a scale field editor with particular scale values.\n \n',non-directive
' Create a new instance of the reciever and the button that it wrappers in\n the supplied parent <code>Composite</code>.\n \n @param parent\n            The parent of the button.\n',non-directive
?,non-directive
'@param textLimit the maximum number of characters in the text.\n',non-directive
'@link Tree}</b>\n </p>\n \n ',directive
' The label for ignore buttons.\n',non-directive
'@param missingResource\n ',non-directive
'@see MultiValueMap\n ',non-directive
'<li>For - repeatedly calls a closure for a fixed number of times\n ',directive
