@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'<h2>\nPackage Specification</h2>\nLong-running operations must be dealt with specially in order to keep the\nUI helpful and responsive. ',directive
'Typically this involves temporarily disabling\nmost controls and displaying a busy cursor and progress indicator; while\nthe operation is in progress, the only requests that will be accepted will\nbe ones to cancel the operation.\n',directive
'<p>The <tt>IRunnableWithProgress</tt> interface should be implemented by\nany class whose instances are intended to be executed as long-running operations.\n',directive
'These objects can then be run in any runnable context (<tt>IRunnableContext</tt>),\nincluding such standard JFace UI components as application windows (<tt>ApplicationWindow</tt>),\nwizard dialogs (<tt>WizardDialog</tt>), and progress monitor dialogs (<tt>ProgressMonitorDialog</tt>).\n',non-directive
'The utility class <tt>ModalContext</tt> defines the basic mechanism and\nUI event loop for modal operations.\n',non-directive
'\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\nContent assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\nIt collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI\'s field assist support</strong>\n',directive
'\nProvides a content assist add-on for implementors of <tt>IContentAssistSubjectControl</tt>.\n',non-directive
'Content assist supports the user in writing&nbsp; by proposing context\nsensitive completions at a given position. ',non-directive
'A completion can also\nbe a incomplete in itself and content assist provides means to deal with\nnested completions.\n',non-directive
'<h2>\nPackage Specification</h2>\n<tt>ISubjectControlContentAssistant</tt> defines the concept of the content assist add-on.\n',non-directive
'It collaborates with content type specific completion processors (<tt>ISubjectControlContentAssistProcessor</tt>)\nin order to generate completion proposals (<tt>ICompletionProposal</tt>)\nvalid at the current document position. ',non-directive
'The package provides a default\nimplementation <tt>SubjectControlContentAssistant</tt> which completely defines and implements\nthe UI and the control flow for content assist.\n<br>\n',non-directive
'<br>\n<strong>Deprecated, as of 3.2, replaced by Platform UI\'s field assist support</strong>\n',directive
'\nProvides a framework for preferences.\n<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\nA preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). Each preference has a current value and a\ndefault value use to (re-)initialize it. The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n<p>A field editor presents the value of a single preference to the end\nuser. The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\nAll field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
'\nProvides a framework for preferences.\n',non-directive
'<h2>\nPackage Specification</h2>\nA <b>preference manager</b> (class <tt>PreferenceManager</tt>) maintains\na tree of <b>preference nodes</b>. ',non-directive
'Preferences are presented to the end\nuser in a <b>preference dialog</b> consisting of <b>preference pages</b>.\n',non-directive
'A preference page consists of multiple preference fields, which can be\ndisplayed and modified though <b>field editors</b>. ',non-directive
'The framework contains\nan abstract base class for preference dialogs (<tt>PreferenceDialog</tt>),\nand an abstract preference page class (<tt>FieldEditorPreferencePage</tt>)\nfor hosting these field editors.\n',non-directive
'<p>The individual preference values are maintained in a <b>preference store</b>\n(<tt>IPreferenceStore</tt>). ',non-directive
'Each preference has a current value and a\ndefault value use to (re-)initialize it. ',non-directive
'The framework provides a concrete\npreference store implementation (<tt>PreferenceStore</tt>) based on an\ninternal <tt>java.util.Properties</tt> object, with support for persisting\nthe non-default preference values to files or streams.\n',non-directive
'<p>A field editor presents the value of a single preference to the end\nuser. ',non-directive
'The value is loaded from the preference store; if modified by the\nend user, the value is validated and eventually stored back to the preference\nstore.\n',non-directive
'<p>This package contains ready-to-use field editors for various types of\npreferences:\n<ul>\n',non-directive
'<li>\n<tt>BooleanFieldEditor</tt> - booleans</li>\n\n',non-directive
'<li>\n<tt>IntegerFieldEditor</tt> - integers</li>\n\n',non-directive
'<li>\n<tt>StringFieldEditor</tt> - text strings</li>\n\n',non-directive
'<li>\n<tt>RadioGroupFieldEditor</tt> - enumerations</li>\n\n',non-directive
'<li>\n<tt>ColorFieldEditor</tt> - RGB colors</li>\n\n',non-directive
'<li>\n<tt>FontFieldEditor</tt> - fonts</li>\n\n',non-directive
'<li>\n<tt>DirectoryFieldEditor</tt> - directories</li>\n\n',non-directive
'<li>\n<tt>FileFieldEditor</tt> - files</li>\n\n',non-directive
'<li>\n<tt>PathEditor</tt> - paths</li>\n</ul>\n',non-directive
'All field editors are subclasses of the abstract base class <tt>FieldEditor</tt>;\nthe framework allows new kinds of field editors to be defined by subclassing\nthis class or one of its subclasses.\n',directive
'<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
?,non-directive
'\nProvides a framework for wizards.\n<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\nA wizard is any object implementing <tt>IWizard</tt>. The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\nThe main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\nThe abstract base class <tt>WizardPage</tt> is provided as a starting point.\nThe main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard\'s container. This dialog has a standard\nlayout: an area at the top containing the wizard\'s title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
'\nProvides a framework for wizards.\n',non-directive
'<h2>\nPackage Specification</h2>\nA wizard dialog is a specialized window for walking the end user through\na sequence of steps; each step is presented on a separate page.\n',non-directive
'<p>At the most abstract level, the protocol is given by 3 interfaces:\n<ul>\n',non-directive
'<li>\n<tt>IWizard</tt> - a wizard consisting of several wizard pages</li>\n\n',non-directive
'<li>\n<tt>IWizardPage</tt> - an individual wizard page</li>\n\n',non-directive
'<li>\n<tt>IWizardContainer</tt> - the outside world from the point of view of\na wizard</li>\n</ul>\n',non-directive
'A wizard is any object implementing <tt>IWizard</tt>. ',non-directive
'The abstract base\nclass <tt>Wizard</tt> is provided as a starting point; it is simpler to\nsubclass <tt>Wizard</tt> than to implement <tt>IWizard</tt> from scratch.\n',non-directive
'The main responsibility of a <tt>Wizard</tt> subclass is doing the real\nwork when the wizard finishes.\n',directive
'<p>Similarly, a wizard page is any object implementing <tt>IWizardPage</tt>.\n',non-directive
'The abstract base class <tt>WizardPage</tt> is provided as a starting point.\n',non-directive
'The main responsibility of a <tt>WizardPage</tt> subclass is providing\nthe SWT controls and the backing logic for a single wizard page.\n',directive
'<p><tt>WizardDialog</tt> is a ready-to-use JFace dialog that is instantiated\nwith a wizard and acts as the wizard\'s container. ',non-directive
'This dialog has a standard\nlayout: an area at the top containing the wizard\'s title, description,\nand image; the actual wizard page appears in the middle; below it is a\nprogress indicator; and at the bottom is an area with a message line and\na button bar containing Next, Back, Finish, Cancel, and Help buttons.\n',non-directive
'<p><tt>WizardSelectionPage</tt>, a special abstract subclass of <tt>WizardPage</tt>,\nallows whole other wizards to be connected to a root page.\n',directive
'<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
?,non-directive
?,non-directive
?,non-directive
'\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. See\nthe <tt><a href=\"../../../text/revisions/package.html\">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n</p>\nContains everything needed to:\n<ul>\n  <li>paint revision information in the vertical ruler</li>\n  <li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n<p>\nThis package is internal and may be subject to change without notice.\n</p>\n',directive
'\n<p>\nInternal classes and helpers to implement the revision model and its UI presentation. ',non-directive
'See\nthe <tt><a href=\"../../../text/revisions/package.html\">org.eclipse.jface.text.revisions</a></tt>\npackage for the API classes implementing the revision model.\n',non-directive
'</p>\nContains everything needed to:\n<ul>\n  ',non-directive
'<li>paint revision information in the vertical ruler</li>\n  ',non-directive
'<li>adapt the revision information to (quick) diff scripts</li>\n</ul>\n',directive
'<p>\nThis package is internal and may be subject to change without notice.\n',directive
'</p>\n',non-directive
'\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\nThis package is internal and may disappear if the changes are merged with the API content assist package. Subject to change without notice.\n',directive
'\nThis package is a modified copy of <code>org.eclipse.jface.text.contentassist</code> that supports the linked mode proposals.\n',non-directive
'This package is internal and may disappear if the changes are merged with the API content assist package. ',directive
'Subject to change without notice.\n',non-directive
?,non-directive
?,non-directive
'\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n',non-directive
'\n<p>\nInternal support classes and helpers for the <tt>org.eclipse.jface.text.source</tt> package.\n',non-directive
'\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  By changes the various\nproperties of the manager, the active bindings will change.  The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n</p>\n<p>\nThe binding manager also manages schemes.  A scheme is a grouping of bindings.\nTo create a scheme, use <code>BindingManager.getScheme(String)</code>.  The\nscheme must then be defined before it can be used.\n</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n</p>\n',directive
'\n<p>Provides support for bindings between commands and various user input events\n(e.g., keyboard shortcuts).</p>\n\n<h2>Package Specification</h2>\n<p>\nThis package provides the common classes and abstract classes required to\nprovide binding support.\n',directive
'</p>\n<p>\nAll the real work in this package is carried out by the\n<code>BindingManager</code>, and most work with bindings can be carried out\ndirectly with it.  ',non-directive
'The binding manager manages a collection of bindings, and\ndecides which bindings are active at any point in time.  ',non-directive
'By changes the various\nproperties of the manager, the active bindings will change.  ',non-directive
'The binding\nmanager implements a caching scheme that is optimized for an infreqeuntly\nchanging set of bindings, but frequently changing properties.\n',non-directive
'</p>\n<p>\nThe binding manager also manages schemes.  ',non-directive
'A scheme is a grouping of bindings.\n',non-directive
'To create a scheme, use <code>BindingManager.getScheme(String)</code>.  ',non-directive
'The\nscheme must then be defined before it can be used.\n',directive
'</p>\n<p>\nIf you wish to implement your own type of binding, then you must subclass\n<code>Trigger</code> and <code>TriggerSequence</code>.  ',directive
'Then, simply use these\nsubclasses with the <code>BindingManager</code>.\n',non-directive
'</p>\n',non-directive
'\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  A key stroke ends\nwhen the keys are released.  A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  A modifier key is one of\nCtrl, Shift, Alt, or Command.  A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\nCharacter keys are keys that have an ASCII representation (e.g., Space, \'A\' and\nBackspace).  Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  It also provides\naccess to the native-style key formatting facilities.\n</p>\n',directive
'\n<p>Provides support for bindings between commands and keys.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis just a key-specific implementation of the generic bindings and trigger\nsupport.  ',directive
'This package provides an abstraction layer between the SWT key events\nand key bindings within JFace.\n',directive
'</p>\n<p>\n<code>KeySequence</code> is a <code>TriggerSequence</code> that has\n<code>KeyStroke</code> instances as triggers.  ',non-directive
'A <code>KeyStroke</code> is\ncomposed of one or more keys held down at the same time.  ',non-directive
'A key stroke ends\nwhen the keys are released.  ',non-directive
'A key stroke can contain zero or more modifiers\nkeys, but it always contains exactly one natural key.  ',non-directive
'A modifier key is one of\nCtrl, Shift, Alt, or Command.  ',non-directive
'A natural key is anything else.</p>\n<p>\nNatural keys are further subdivided into special keys and character keys.\n',non-directive
'Character keys are keys that have an ASCII representation (e.g., Space, \'A\' and\nBackspace).  ',non-directive
'Special keys are ones that do not (e.g., Arrow Up, F11, and\nNumLock).\n',non-directive
'</p>\n<p>\n<code>SWTKeySupport</code> is a static class that provides the link between SWT\nand these internal representations.  ',directive
'It has methods for converting between SWT\nkey events and the internal representation, and vice versa.  ',directive
'It also provides\naccess to the native-style key formatting facilities.\n',non-directive
'</p>\n',non-directive
'\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n<dd>An Xemacs-style formatter (e.g., C^x C^x).</dd>\n</dl>\n',directive
'\n<p>Provides support for formatting key sequences.</p>\n\n<h2>Package Specification</h2>\n<p>\nThis is a collection fo various formatters for key sequences.  ',non-directive
'The formatters\nare accessible through the <code>KeyFormatterFactory</code>.  ',non-directive
'To change how\nkeys are formatted in the user interface, call\n<code>KeyFormatterFactory.setDefault(IKeyFormatter)</code>.  ',directive
'They provided\nformatters are:\n</p>\n<dl>\n<dt>FormalKeyFormatter</dt>\n',non-directive
'<dd>Provides a formal grammar for reading and writing key sequences.</dd>\n<dt>NativeKeyFormatter</dt>\n',non-directive
'<dd>Provide a native-looking, human-readable format for keys.</dd>\n<dt>CompactKeyFormatter</dt>\n',non-directive
'<dd>A variation of the native formatter that provides a more compact representation.</dd>\n<dt>EmacsKeyFormatter</dt>\n',non-directive
'<dd>An Xemacs-style formatter (e.g., C^x C^x).</dd>\n</dl>\n',non-directive
'\nProvides a framework for viewers, which are model-based\ncontent adapters for SWT widgets.\n<h2>\nPackage Specification</h2>\nA viewer is a model-based adapter on an SWT widget.&nbsp; Each viewer has\nfour parts:\n<blockquote>\n<li>\nan <b>input</b> - the object that serves as the viewer\'s model</li>\n\n<li>\na <b>widget</b> - the SWT control through which the viewer\'s model is displayed</li>\n\n<li>\na <b>content provider</b> - mediates between the model and viewer</li>\n\n<li>\na <b>label provider</b> - maps model objects to displayable labels containing\ntext and/or an image</li>\n</blockquote>\nThis package contains the viewer framework. The viewer framework is an\nindependent JFace module. Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. The framework\nconsists of abstract base classes for viewers (<tt>Viewer</tt>, <tt>StructuredViewer</tt>,\n<tt>AbstractTreeViewer</tt>) together with concrete viewer classes (<tt>ListViewer</tt>,\n<tt>TreeViewer</tt>,\n<tt>TableViewer</tt>,\n<tt>TableTreeViewer</tt>, <tt>CheckboxTreeViewer</tt>,\nand <tt>CheckboxTableViewer</tt>),\nand various lesser support classes. The concrete structured viewer classes\nare ready-to-use and have built-in support for drag-and-drop, filtering\n(<tt>IViewerFilter</tt> and <tt>ViewerFilter</tt>), and sorting (<tt>IViewerSorter</tt>\nand <tt>ViewerSorter</tt>); these classes may also be subclassed further\nif required.\n<p>In general terms, creating a viewer involves the following steps:\n<ul>\n<li>\ninstantiating a viewer on some pre-existing SWT widget,</li>\n\n<li>\nsetting the viewer\'s content provider (an object implementing <tt>IContentProvider</tt>),</li>\n\n<li>\nsetting the viewer\'s label provider (an object implementing\n<tt>ILabelProvider</tt>),</li>\n\n<li>\nand, finally, setting the viewer\'s input.</li>\n</ul>\nOnce a viewer\'s input is set, the viewer becomes active. As the model changes,\nit is the content provider\'s responsibility to respond to changes to the\nmodel by telling the viewer what to change (done by calling add and remove\nmethods on the viewer). An existing viewer may be retargeted by giving\nit a different object as input; the viewer is responsible for informing\nthe content provider of these kinds of wholesale changes (<tt>IContentProvider.inputChanged</tt>).\nAlso, each viewer registers with its label provider for notification of\nchanges that would affect what the viewer displays (see <tt>ILabelProviderListener.stateChanged</tt>).\n<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
'\nProvides a framework for viewers, which are model-based\ncontent adapters for SWT widgets.\n',non-directive
'<h2>\nPackage Specification</h2>\nA viewer is a model-based adapter on an SWT widget.&nbsp; Each viewer has\nfour parts:\n<blockquote>\n',non-directive
'<li>\nan <b>input</b> - the object that serves as the viewer\'s model</li>\n\n',non-directive
'<li>\na <b>widget</b> - the SWT control through which the viewer\'s model is displayed</li>\n\n',non-directive
'<li>\na <b>content provider</b> - mediates between the model and viewer</li>\n\n',directive
'<li>\na <b>label provider</b> - maps model objects to displayable labels containing\ntext and/or an image</li>\n</blockquote>\nThis package contains the viewer framework. ',non-directive
'The viewer framework is an\nindependent JFace module. ',non-directive
'Using it requires a knowledge of SWT, but does\nnot require familiarity with any of the other JFace modules. ',directive
'The framework\nconsists of abstract base classes for viewers (<tt>Viewer</tt>, <tt>StructuredViewer</tt>,\n<tt>AbstractTreeViewer</tt>) together with concrete viewer classes (<tt>ListViewer</tt>,\n<tt>TreeViewer</tt>,\n<tt>TableViewer</tt>,\n<tt>TableTreeViewer</tt>, <tt>CheckboxTreeViewer</tt>,\nand <tt>CheckboxTableViewer</tt>),\nand various lesser support classes. ',non-directive
'The concrete structured viewer classes\nare ready-to-use and have built-in support for drag-and-drop, filtering\n(<tt>IViewerFilter</tt> and <tt>ViewerFilter</tt>), and sorting (<tt>IViewerSorter</tt>\nand <tt>ViewerSorter</tt>); these classes may also be subclassed further\nif required.\n',directive
'<p>In general terms, creating a viewer involves the following steps:\n<ul>\n',directive
'<li>\ninstantiating a viewer on some pre-existing SWT widget,</li>\n\n',non-directive
'<li>\nsetting the viewer\'s content provider (an object implementing <tt>IContentProvider</tt>),</li>\n\n',non-directive
'<li>\nsetting the viewer\'s label provider (an object implementing\n<tt>ILabelProvider</tt>),</li>\n\n',non-directive
'<li>\nand, finally, setting the viewer\'s input.</li>\n</ul>\n',non-directive
'Once a viewer\'s input is set, the viewer becomes active. ',directive
'As the model changes,\nit is the content provider\'s responsibility to respond to changes to the\nmodel by telling the viewer what to change (done by calling add and remove\nmethods on the viewer). ',directive
'An existing viewer may be retargeted by giving\nit a different object as input; the viewer is responsible for informing\nthe content provider of these kinds of wholesale changes (<tt>IContentProvider.inputChanged</tt>).\n',directive
'Also, each viewer registers with its label provider for notification of\nchanges that would affect what the viewer displays (see <tt>ILabelProviderListener.stateChanged</tt>).\n',non-directive
'<p>Note: None of the classes in this package maintain global state.\n<br>&nbsp;\n',directive
?,non-directive
'\nProvides a framework for viewers that handle deferred contents. \n<h2>\nPackage Specification</h2>\n<p>The deferred viewers are viewers that can handle concurrent updates from a \n  variety of Threads.<br>\n  &nbsp; \n',directive
'\nProvides a framework for viewers that handle deferred contents. \n',non-directive
'<h2>\nPackage Specification</h2>\n<p>The deferred viewers are viewers that can handle concurrent updates from a \n  variety of Threads.<br>\n  &nbsp; \n',directive
?,non-directive
