id,id_sub,comment__class,type,path,text
10529,0,1,method,java/io/RandomAccessFile/write/int#0, Writes the specified byte to this file. The write starts at \n the current file pointer.\n\n @param      b   the <code>byte</code> to be written.\n @exception  IOException  if an I/O error occurs.\n
10529,1,0,method,java/io/RandomAccessFile/write/int#1, Writes the specified byte to this file. 
10529,2,0,method,java/io/RandomAccessFile/write/int#2,The write starts at \n the current file pointer.\n\n 
10529,3,0,method,java/io/RandomAccessFile/write/int#3,@param      b   the <code>byte</code> to be written.\n 
10547,0,1,method,java/io/RandomAccessFile/readLine/#0, Reads the next line of text from this file.  This method successively\n reads bytes from the file, starting at the current file pointer, \n until it reaches a line terminator or the end\n of the file.  Each byte is converted into a character by taking the\n byte's value for the lower eight bits of the character and setting the\n high eight bits of the character to zero.  This method does not,\n therefore, support the full Unicode character set.\n\n <p> A line of text is terminated by a carriage-return character\n (<code>'&#92;r'</code>), a newline character (<code>'&#92;n'</code>), a\n carriage-return character immediately followed by a newline character,\n or the end of the file.  Line-terminating characters are discarded and\n are not included as part of the string returned.\n\n <p> This method blocks until a newline character is read, a carriage\n return and the byte following it are read (to see if it is a newline),\n the end of the file is reached, or an exception is thrown.\n\n @return     the next line of text from this file, or null if end\n             of file is encountered before even one byte is read.\n @exception  IOException  if an I/O error occurs.\n
10547,1,0,method,java/io/RandomAccessFile/readLine/#1, Reads the next line of text from this file.  
10547,2,0,method,java/io/RandomAccessFile/readLine/#2,This method successively\n reads bytes from the file, starting at the current file pointer, \n until it reaches a line terminator or the end\n of the file.  
10547,3,0,method,java/io/RandomAccessFile/readLine/#3,Each byte is converted into a character by taking the\n byte's value for the lower eight bits of the character and setting the\n high eight bits of the character to zero.  
10547,4,0,method,java/io/RandomAccessFile/readLine/#4,This method does not,\n therefore, support the full Unicode character set.\n\n 
10547,5,0,method,java/io/RandomAccessFile/readLine/#5,<p> A line of text is terminated by a carriage-return character\n (<code>'&#92;r'</code>), a newline character (<code>'&#92;n'</code>), a\n carriage-return character immediately followed by a newline character,\n or the end of the file.  
10547,6,0,method,java/io/RandomAccessFile/readLine/#6,Line-terminating characters are discarded and\n are not included as part of the string returned.\n\n 
10547,7,0,method,java/io/RandomAccessFile/readLine/#7,<p> This method blocks until a newline character is read, a carriage\n return and the byte following it are read (to see if it is a newline),\n the end of the file is reached, or an exception is thrown.\n\n 
10547,8,1,method,java/io/RandomAccessFile/readLine/#8,@return     the next line of text from this file, or null if end\n             of file is encountered before even one byte is read.\n 
10548,0,1,method,java/io/RandomAccessFile/readUTF/#0, Reads in a string from this file. The string has been encoded \n using a\n <a href="DataInput.html#modified-utf-8">modified UTF-8</a>\n format. \n <p>\n The first two bytes are read, starting from the current file \n pointer, as if by \n <code>readUnsignedShort</code>. This value gives the number of \n following bytes that are in the encoded string, not\n the length of the resulting string. The following bytes are then \n interpreted as bytes encoding characters in the modified UTF-8 format \n and are converted into characters. \n <p>\n This method blocks until all the bytes are read, the end of the \n stream is detected, or an exception is thrown. \n\n @return     a Unicode string.\n @exception  EOFException            if this file reaches the end before\n               reading all the bytes.\n @exception  IOException             if an I/O error occurs.\n @exception  UTFDataFormatException  if the bytes do not represent \n               valid modified UTF-8 encoding of a Unicode string.\n @see        java.io.RandomAccessFile#readUnsignedShort()\n
10548,1,0,method,java/io/RandomAccessFile/readUTF/#1, Reads in a string from this file. 
10548,2,0,method,java/io/RandomAccessFile/readUTF/#2,The string has been encoded \n using a\n <a href="DataInput.html#modified-utf-8">modified UTF-8</a>\n format. \n 
10548,3,0,method,java/io/RandomAccessFile/readUTF/#3,<p>\n The first two bytes are read, starting from the current file \n pointer, as if by \n <code>readUnsignedShort</code>. 
10548,4,0,method,java/io/RandomAccessFile/readUTF/#4,This value gives the number of \n following bytes that are in the encoded string, not\n the length of the resulting string. 
10548,5,0,method,java/io/RandomAccessFile/readUTF/#5,The following bytes are then \n interpreted as bytes encoding characters in the modified UTF-8 format \n and are converted into characters. \n 
10548,6,0,method,java/io/RandomAccessFile/readUTF/#6,<p>\n This method blocks until all the bytes are read, the end of the \n stream is detected, or an exception is thrown. \n\n 
10548,7,0,method,java/io/RandomAccessFile/readUTF/#7,@return     a Unicode string.\n 
10548,8,0,method,java/io/RandomAccessFile/readUTF/#8,@see        java.io.RandomAccessFile#readUnsignedShort()\n
10555,0,1,method,java/io/RandomAccessFile/writeFloat/float#0, Converts the float argument to an <code>int</code> using the \n <code>floatToIntBits</code> method in class <code>Float</code>, \n and then writes that <code>int</code> value to the file as a \n four-byte quantity, high byte first. The write starts at the \n current position of the file pointer.\n\n @param      v   a <code>float</code> value to be written.\n @exception  IOException  if an I/O error occurs.\n @see        java.lang.Float#floatToIntBits(float)\n
10555,1,0,method,java/io/RandomAccessFile/writeFloat/float#1, Converts the float argument to an <code>int</code> using the \n <code>floatToIntBits</code> method in class <code>Float</code>, \n and then writes that <code>int</code> value to the file as a \n four-byte quantity, high byte first. 
10555,2,0,method,java/io/RandomAccessFile/writeFloat/float#2,The write starts at the \n current position of the file pointer.\n\n 
10555,3,0,method,java/io/RandomAccessFile/writeFloat/float#3,@param      v   a <code>float</code> value to be written.\n 
10555,4,0,method,java/io/RandomAccessFile/writeFloat/float#4,@see        java.lang.Float#floatToIntBits(float)\n
10588,0,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#0, Creates a <code>PushbackInputStream</code>\n with a pushback buffer of the specified <code>size</code>,\n and saves its  argument, the input stream\n <code>in</code>, for later use. Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n @param  in    the input stream from which bytes will be read.\n @param  size  the size of the pushback buffer.\n @exception IllegalArgumentException if size is <= 0\n @since  JDK1.1\n
10588,1,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#1, Creates a <code>PushbackInputStream</code>\n with a pushback buffer of the specified <code>size</code>,\n and saves its  argument, the input stream\n <code>in</code>, for later use. 
10588,2,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#2,Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n 
10588,3,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#3,@param  in    the input stream from which bytes will be read.\n 
10588,4,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#4,@param  size  the size of the pushback buffer.\n 
10588,5,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream;int#5,@since  JDK1.1\n
10589,0,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream#0, Creates a <code>PushbackInputStream</code>\n and saves its  argument, the input stream\n <code>in</code>, for later use. Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n @param   in   the input stream from which bytes will be read.\n
10589,1,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream#1, Creates a <code>PushbackInputStream</code>\n and saves its  argument, the input stream\n <code>in</code>, for later use. 
10589,2,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream#2,Initially,\n there is no pushed-back byte  (the field\n <code>pushBack</code> is initialized to\n <code>-1</code>).\n\n 
10589,3,0,method,java/io/PushbackInputStream/PushbackInputStream/InputStream#3,@param   in   the input stream from which bytes will be read.\n
10603,0,0,method,java/io/PrintWriter/print/boolean#0, Prints a boolean value.  The string produced by <code>{@link\n java.lang.String#valueOf(boolean)}</code> is translated into bytes\n according to the platform's default character encoding, and these bytes\n are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n @param      b   The <code>boolean</code> to be printed\n
10603,1,0,method,java/io/PrintWriter/print/boolean#1, Prints a boolean value.  
10603,2,0,method,java/io/PrintWriter/print/boolean#2,The string produced by <code>{@link\n java.lang.String#valueOf(boolean)}</code> is translated into bytes\n according to the platform's default character encoding, and these bytes\n are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n 
10603,3,0,method,java/io/PrintWriter/print/boolean#3,@param      b   The <code>boolean</code> to be printed\n
10608,0,0,method,java/io/PrintWriter/print/double#0, Prints a double-precision floating-point number.  The string produced by\n <code>{@link java.lang.String#valueOf(double)}</code> is translated into\n bytes according to the platform's default character encoding, and these\n bytes are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n @param      d   The <code>double</code> to be printed\n @see        java.lang.Double#toString(double)\n
10608,1,0,method,java/io/PrintWriter/print/double#1, Prints a double-precision floating-point number.  
10608,2,0,method,java/io/PrintWriter/print/double#2,The string produced by\n <code>{@link java.lang.String#valueOf(double)}</code> is translated into\n bytes according to the platform's default character encoding, and these\n bytes are written in exactly the manner of the <code>{@link\n #write(int)}</code> method.\n\n 
10608,3,0,method,java/io/PrintWriter/print/double#3,@param      d   The <code>double</code> to be printed\n 
10608,4,0,method,java/io/PrintWriter/print/double#4,@see        java.lang.Double#toString(double)\n
10616,0,1,method,java/io/PrintWriter/println/long#0, Prints a long integer and then terminates the line.  This method behaves\n as though it invokes <code>{@link #print(long)}</code> and then\n <code>{@link #println()}</code>.\n\n @param x the <code>long</code> value to be printed\n
10616,1,0,method,java/io/PrintWriter/println/long#1, Prints a long integer and then terminates the line.  
10616,2,1,method,java/io/PrintWriter/println/long#2,This method behaves\n as though it invokes <code>{@link #print(long)}</code> and then\n <code>{@link #println()}</code>.\n\n 
10616,3,0,method,java/io/PrintWriter/println/long#3,@param x the <code>long</code> value to be printed\n
10635,0,1,method,java/io/PrintWriter/PrintWriter/File#0, Creates a new PrintWriter, without automatic line flushing, with the\n specified file.  This convenience constructor creates the necessary\n intermediate {@link java.io.OutputStreamWriter OutputStreamWriter},\n which will encode characters using the {@linkplain\n java.nio.charset.Charset#defaultCharset() default charset} for this\n instance of the Java virtual machine.\n\n @param  file\n         The file to use as the destination of this writer.  If the file\n         exists then it will be truncated to zero size; otherwise, a new\n         file will be created.  The output will be written to the file\n         and is buffered.\n\n @throws  FileNotFoundException\n          If the given file object does not denote an existing, writable\n          regular file and a new regular file of that name cannot be\n          created, or if some other error occurs while opening or\n          creating the file\n\n @throws  SecurityException\n          If a security manager is present and {@link\n          SecurityManager#checkWrite checkWrite(file.getPath())}\n          denies write access to the file\n\n @since  1.5\n
10635,1,0,method,java/io/PrintWriter/PrintWriter/File#1, Creates a new PrintWriter, without automatic line flushing, with the\n specified file.  
10635,2,1,method,java/io/PrintWriter/PrintWriter/File#2,This convenience constructor creates the necessary\n intermediate {@link java.io.OutputStreamWriter OutputStreamWriter},\n which will encode characters using the {@linkplain\n java.nio.charset.Charset#defaultCharset() default charset} for this\n instance of the Java virtual machine.\n\n 
10635,3,0,method,java/io/PrintWriter/PrintWriter/File#3,@param  file\n         The file to use as the destination of this writer.  
10635,4,0,method,java/io/PrintWriter/PrintWriter/File#4,If the file\n         exists then it will be truncated to zero size; otherwise, a new\n         file will be created.  
10635,5,0,method,java/io/PrintWriter/PrintWriter/File#5,The output will be written to the file\n         and is buffered.\n\n 
10635,6,0,method,java/io/PrintWriter/PrintWriter/File#6,@since  1.5\n
10640,0,0,method,java/io/PrintStream/close/#0, Closes the stream.  This is done by flushing the stream and then closing\n the underlying output stream.\n\n @see        java.io.OutputStream#close()\n
10640,1,0,method,java/io/PrintStream/close/#1, Closes the stream.  
10640,2,0,method,java/io/PrintStream/close/#2,This is done by flushing the stream and then closing\n the underlying output stream.\n\n 
10640,3,0,method,java/io/PrintStream/close/#3,@see        java.io.OutputStream#close()\n
10656,0,1,method,java/io/PrintStream/println/boolean#0, Prints a boolean and then terminate the line.  This method behaves as\n though it invokes <code>{@link #print(boolean)}</code> and then\n <code>{@link #println()}</code>.\n\n @param x  The <code>boolean</code> to be printed\n
10656,1,0,method,java/io/PrintStream/println/boolean#1, Prints a boolean and then terminate the line.  
10656,2,1,method,java/io/PrintStream/println/boolean#2,This method behaves as\n though it invokes <code>{@link #print(boolean)}</code> and then\n <code>{@link #println()}</code>.\n\n 
10656,3,0,method,java/io/PrintStream/println/boolean#3,@param x  The <code>boolean</code> to be printed\n
10657,0,1,method,java/io/PrintStream/println/char#0, Prints a character and then terminate the line.  This method behaves as\n though it invokes <code>{@link #print(char)}</code> and then\n <code>{@link #println()}</code>.\n\n @param x  The <code>char</code> to be printed.\n
10657,1,0,method,java/io/PrintStream/println/char#1, Prints a character and then terminate the line.  
10657,2,1,method,java/io/PrintStream/println/char#2,This method behaves as\n though it invokes <code>{@link #print(char)}</code> and then\n <code>{@link #println()}</code>.\n\n 
10657,3,0,method,java/io/PrintStream/println/char#3,@param x  The <code>char</code> to be printed.\n
10665,0,1,method,java/io/PrintStream/printf/String;Object[]#0, A convenience method to write a formatted string to this output stream\n using the specified format string and arguments.\n\n <p> An invocation of this method of the form <tt>out.printf(format,\n args)</tt> behaves in exactly the same way as the invocation\n\n <pre>\n     out.format(format, args) </pre>\n\n @param  format\n         A format string as described in <a\n         href="../util/Formatter.html#syntax">Format string syntax</a>\n\n @param  args\n         Arguments referenced by the format specifiers in the format\n         string.  If there are more arguments than format specifiers, the\n         extra arguments are ignored.  The number of arguments is\n         variable and may be zero.  The maximum number of arguments is\n         limited by the maximum dimension of a Java array as defined by\n         the <a href="http://java.sun.com/docs/books/vmspec/">Java\n         Virtual Machine Specification</a>.  The behaviour on a\n         <tt>null</tt> argument depends on the <a\n         href="../util/Formatter.html#syntax">conversion</a>.\n\n @throws  IllegalFormatException\n          If a format string contains an illegal syntax, a format\n          specifier that is incompatible with the given arguments,\n          insufficient arguments given the format string, or other\n          illegal conditions.  For specification of all possible\n          formatting errors, see the <a\n          href="../util/Formatter.html#detail">Details</a> section of the\n          formatter class specification.\n\n @throws  NullPointerException\n          If the <tt>format</tt> is <tt>null</tt>\n\n @return  This output stream\n\n @since  1.5\n
10665,1,0,method,java/io/PrintStream/printf/String;Object[]#1, A convenience method to write a formatted string to this output stream\n using the specified format string and arguments.\n\n 
10665,2,1,method,java/io/PrintStream/printf/String;Object[]#2,<p> An invocation of this method of the form <tt>out.printf(format,\n args)</tt> behaves in exactly the same way as the invocation\n\n <pre>\n     out.format(format, args) </pre>\n\n 
10665,3,0,method,java/io/PrintStream/printf/String;Object[]#3,@param  format\n         A format string as described in <a\n         href="../util/Formatter.html#syntax">Format string syntax</a>\n\n 
10665,4,0,method,java/io/PrintStream/printf/String;Object[]#4,@param  args\n         Arguments referenced by the format specifiers in the format\n         string.  
10665,5,0,method,java/io/PrintStream/printf/String;Object[]#5,If there are more arguments than format specifiers, the\n         extra arguments are ignored.  
10665,6,1,method,java/io/PrintStream/printf/String;Object[]#6,The number of arguments is\n         variable and may be zero.  
10665,7,0,method,java/io/PrintStream/printf/String;Object[]#7,The maximum number of arguments is\n         limited by the maximum dimension of a Java array as defined by\n         the <a href="http://java.sun.com/docs/books/vmspec/">Java\n         Virtual Machine Specification</a>.  
10665,8,0,method,java/io/PrintStream/printf/String;Object[]#8,The behaviour on a\n         <tt>null</tt> argument depends on the <a\n         href="../util/Formatter.html#syntax">conversion</a>.\n\n 
10665,9,1,method,java/io/PrintStream/printf/String;Object[]#9,For specification of all possible\n          formatting errors, see the <a\n          href="../util/Formatter.html#detail">Details</a> section of the\n          formatter class specification.\n\n 
10665,10,0,method,java/io/PrintStream/printf/String;Object[]#10,@return  This output stream\n\n 
10665,11,0,method,java/io/PrintStream/printf/String;Object[]#11,@since  1.5\n
10680,0,1,method,java/io/PipedWriter/connect/PipedReader#0, Connects this piped writer to a receiver. If this object\n is already connected to some other piped reader, an \n <code>IOException</code> is thrown.\n <p>\n If <code>snk</code> is an unconnected piped reader and \n <code>src</code> is an unconnected piped writer, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n @param      snk   the piped reader to connect to.\n @exception  IOException  if an I/O error occurs.\n
10680,1,0,method,java/io/PipedWriter/connect/PipedReader#1, Connects this piped writer to a receiver. 
10680,2,0,method,java/io/PipedWriter/connect/PipedReader#2,If this object\n is already connected to some other piped reader, an \n <code>IOException</code> is thrown.\n 
10680,3,1,method,java/io/PipedWriter/connect/PipedReader#3,<p>\n If <code>snk</code> is an unconnected piped reader and \n <code>src</code> is an unconnected piped writer, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n 
10680,4,0,method,java/io/PipedWriter/connect/PipedReader#4,@param      snk   the piped reader to connect to.\n 
10689,0,1,method,java/io/PipedReader/read/#0, Reads the next character of data from this piped stream.\n If no character is available because the end of the stream \n has been reached, the value <code>-1</code> is returned. \n This method blocks until input data is available, the end of\n the stream is detected, or an exception is thrown. \n\n @return     the next character of data, or <code>-1</code> if the end of the\n             stream is reached.\n @exception  IOException  if the pipe is\n		<a href=PipedInputStream.html#BROKEN> <code>broken</code></a>,\n		{@link #connect(java.io.PipedWriter) unconnected}, closed,\n		or an I/O error occurs.\n
10689,1,0,method,java/io/PipedReader/read/#1, Reads the next character of data from this piped stream.\n 
10689,2,0,method,java/io/PipedReader/read/#2,If no character is available because the end of the stream \n has been reached, the value <code>-1</code> is returned. \n 
10689,3,0,method,java/io/PipedReader/read/#3,This method blocks until input data is available, the end of\n the stream is detected, or an exception is thrown. \n\n 
10689,4,0,method,java/io/PipedReader/read/#4,@return     the next character of data, or <code>-1</code> if the end of the\n             stream is reached.\n 
10698,0,1,method,java/io/PipedOutputStream/connect/PipedInputStream#0, Connects this piped output stream to a receiver. If this object\n is already connected to some other piped input stream, an \n <code>IOException</code> is thrown.\n <p>\n If <code>snk</code> is an unconnected piped input stream and \n <code>src</code> is an unconnected piped output stream, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n @param      snk   the piped input stream to connect to.\n @exception  IOException  if an I/O error occurs.\n
10698,1,0,method,java/io/PipedOutputStream/connect/PipedInputStream#1, Connects this piped output stream to a receiver. 
10698,2,0,method,java/io/PipedOutputStream/connect/PipedInputStream#2,If this object\n is already connected to some other piped input stream, an \n <code>IOException</code> is thrown.\n 
10698,3,1,method,java/io/PipedOutputStream/connect/PipedInputStream#3,<p>\n If <code>snk</code> is an unconnected piped input stream and \n <code>src</code> is an unconnected piped output stream, they may \n be connected by either the call:\n <blockquote><pre>\n src.connect(snk)</pre></blockquote>\n or the call:\n <blockquote><pre>\n snk.connect(src)</pre></blockquote>\n The two calls have the same effect.\n\n 
10698,4,0,method,java/io/PipedOutputStream/connect/PipedInputStream#4,@param      snk   the piped input stream to connect to.\n 
10699,0,1,method,java/io/PipedOutputStream/write/int#0, Writes the specified <code>byte</code> to the piped output stream. \n <p>\n Implements the <code>write</code> method of <code>OutputStream</code>.\n\n @param      b   the <code>byte</code> to be written.\n @exception IOException if the pipe is <a href=#BROKEN> broken</a>,\n		{@link #connect(java.io.PipedInputStream) unconnected},\n		closed, or if an I/O error occurs.\n
10699,1,0,method,java/io/PipedOutputStream/write/int#1, Writes the specified <code>byte</code> to the piped output stream. \n 
10699,2,0,method,java/io/PipedOutputStream/write/int#2,<p>\n Implements the <code>write</code> method of <code>OutputStream</code>.\n\n 
10699,3,0,method,java/io/PipedOutputStream/write/int#3,@param      b   the <code>byte</code> to be written.\n 
10707,0,1,method,java/io/PipedInputStream/receive/int#0, Receives a byte of data.  This method will block if no input is\n available.\n @param b the byte being received\n @exception IOException If the pipe is <a href=#BROKEN> <code>broken</code></a>,\n		{@link #connect(java.io.PipedOutputStream) unconnected},\n		closed, or if an I/O error occurs.\n @since     JDK1.1\n
10707,1,0,method,java/io/PipedInputStream/receive/int#1, Receives a byte of data.  
10707,2,0,method,java/io/PipedInputStream/receive/int#2,This method will block if no input is\n available.\n 
10707,3,0,method,java/io/PipedInputStream/receive/int#3,@param b the byte being received\n 
10707,4,0,method,java/io/PipedInputStream/receive/int#4,@since     JDK1.1\n
10798,0,1,method,java/io/ObjectOutputStream/useProtocolVersion/int#0, Specify stream protocol version to use when writing the stream.\n\n <p>This routine provides a hook to enable the current version of\n Serialization to write in a format that is backwards compatible to a\n previous version of the stream format.\n\n <p>Every effort will be made to avoid introducing additional\n backwards incompatibilities; however, sometimes there is no\n other alternative.\n\n @param	version use ProtocolVersion from java.io.ObjectStreamConstants.\n @throws	IllegalStateException if called after any objects\n 		have been serialized.\n @throws	IllegalArgumentException if invalid version is passed in.\n @throws	IOException if I/O errors occur\n @see java.io.ObjectStreamConstants#PROTOCOL_VERSION_1\n @see java.io.ObjectStreamConstants#PROTOCOL_VERSION_2\n @since	1.2\n
10798,1,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#1, Specify stream protocol version to use when writing the stream.\n\n 
10798,2,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#2,<p>This routine provides a hook to enable the current version of\n Serialization to write in a format that is backwards compatible to a\n previous version of the stream format.\n\n 
10798,3,1,method,java/io/ObjectOutputStream/useProtocolVersion/int#3,<p>Every effort will be made to avoid introducing additional\n backwards incompatibilities; however, sometimes there is no\n other alternative.\n\n 
10798,4,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#4,@param	version use ProtocolVersion from java.io.ObjectStreamConstants.\n 
10798,5,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#5,@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_1\n 
10798,6,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#6,@see java.io.ObjectStreamConstants#PROTOCOL_VERSION_2\n 
10798,7,0,method,java/io/ObjectOutputStream/useProtocolVersion/int#7,@since	1.2\n
10839,0,0,method,java/io/ObjectOutputStream/PutField/put/String;double#0, Put the value of the named double field into the persistent field.\n\n @param  name the name of the serializable field\n @param  val the value to assign to the field\n @throws IllegalArgumentException if <code>name</code> does not\n match the name of a serializable field for the class whose fields\n are being written, or if the type of the named field is not\n <code>double</code>\n
10839,1,0,method,java/io/ObjectOutputStream/PutField/put/String;double#1, Put the value of the named double field into the persistent field.\n\n 
10839,2,0,method,java/io/ObjectOutputStream/PutField/put/String;double#2,@param  name the name of the serializable field\n 
10839,3,0,method,java/io/ObjectOutputStream/PutField/put/String;double#3,@param  val the value to assign to the field\n 
10846,0,1,method,java/io/ObjectOutput/write/byte[]#0, Writes an array of bytes. This method will block until the bytes\n are actually written.\n @param b	the data to be written\n @exception IOException If an I/O error has occurred.\n
10846,1,0,method,java/io/ObjectOutput/write/byte[]#1, Writes an array of bytes. 
10846,2,0,method,java/io/ObjectOutput/write/byte[]#2,This method will block until the bytes\n are actually written.\n 
10846,3,0,method,java/io/ObjectOutput/write/byte[]#3,@param b	the data to be written\n 
