text,comment__class
"The content provider\n may also choose to call {@link TreeViewer#setChildCount(Object, int)}\n instead if it knows the number of children.\n \n",directive
" <p>\n Intended as an optimization for when the viewer does not need the actual\n children. ",semi-directive
"Clients may be able to implement this more efficiently than\n <code>updateChildCount</code>.\n ",semi-directive
"</p>\n \n ",non-directive
"@param path\n            The tree path for which up-to-date information about children\n            is needed\n",non-directive
" Return the possible parent paths for the given element. ",non-directive
"An empty array\n can be returned if the paths cannot be computed. ",directive
"In this case the\n tree-structured viewer can't expand a given node correctly if requested.\n ",non-directive
"If the element is a potential child of the input of the viewer, an empty\n tree path should be an entry in the returned array.\n \n",directive
"@param element\n            the element\n ",non-directive
"@return the possible parent paths for the given element\n",non-directive
" Returns the hash code for the given element.\n ",non-directive
"@param element the element the hash code is calculated for\n \n ",non-directive
"@return the hash code for the given element\n",non-directive
" Provides a foreground color for the given element.\n \n",non-directive
"@param element the element\n ",non-directive
"@return	the foreground color for the element, or <code>null</code> \n   to use the default foreground color\n",null-directive
" Returns the cell modifier of this viewer, or <code>null</code> if none\n has been set.\n \n",non-directive
" <p>\n Since 3.3, an alternative API is available, see {@link\n ViewerColumn#setEditingSupport(EditingSupport)} for a more flexible way\n of editing values in a column viewer.\n ",semi-directive
"</p>\n \n ",non-directive
"@return the cell modifier, or <code>null</code>\n ",null-directive
"@since 3.1 (in subclasses, added in 3.3 to abstract class)\n ",non-directive
"@see ViewerColumn#setEditingSupport(EditingSupport)\n ",non-directive
"@see EditingSupport\n",non-directive
" Creates a combo viewer on a newly-created combo control under the given parent.\n ",non-directive
"The combo control is created using the given SWT style bits.\n ",non-directive
"The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n ",non-directive
"@param parent the parent control\n ",non-directive
"@param style the SWT style bits\n",non-directive
" Returns the specified neighbor of this cell, or <code>null</code> if no\n neighbor exists in the given direction. ",non-directive
"Direction constants can be\n combined by bitwise OR; for example, this method will return the cell to\n the upper-left of the current cell by passing {@link #ABOVE} |\n {@link #LEFT}. ",non-directive
"If <code>sameLevel</code> is <code>true</code>, only cells\n in sibling rows (under the same parent) will be considered.\n \n",non-directive
"@param directionMask\n            the direction mask used to identify the requested neighbor\n            cell\n ",non-directive
"@param sameLevel\n            if <code>true</code>, only consider cells from sibling rows\n ",non-directive
"@return the requested neighbor cell, or <code>null</code> if not found\n",null-directive
" The location and bounds of the area where the text is drawn depends on\n various things (image displayed, control with SWT.CHECK)\n \n ",non-directive
"@return The bounds of the of the text area. ",non-directive
"May return <code>null</code>\n         if the underlying widget implementation doesn't provide this\n         information\n ",null-directive
"@since 3.4\n",non-directive
" Gets the background color of the cell.\n \n",non-directive
"@return the background of the cell or <code>null</code> for the default\n         background\n \n ",null-directive
"@since 3.4\n",non-directive
" Gets the font of the cell.\n \n",non-directive
"@return the font of the cell or <code>null</code> for the default font\n \n ",null-directive
"@since 3.4\n",non-directive
" Returns the zero-relative indices of the items which are currently\n selected in the underlying widget.  ",non-directive
"The array is empty if no items are selected.\n ",non-directive
"<p>\n Note: This is not the actual structure used by the receiver\n to maintain its selection, so modifying the array will\n not affect the receiver. \n ",directive
"</p>\n ",non-directive
"@return the array of indices of the selected items\n",non-directive
" Returns the element with the given index from this list viewer.\n ",non-directive
"Returns <code>null</code> if the index is out of range.\n\n ",null-directive
"@param index the zero-based index\n ",non-directive
"@return the element at the given index, or <code>null</code> if the\n   index is out of range\n",null-directive
" Sets to the given value the checked state for all elements in this viewer.\n ",non-directive
"Does not fire events to check state listeners.\n\n ",non-directive
"@param state <code>true</code> if the element should be checked,\n  and <code>false</code> if it should be unchecked\n",directive
" Decoration is ready. ",non-directive
"Update anything else for the settings.\n ",non-directive
"@param settings The object collecting the settings.\n ",non-directive
"@param element The Object being decorated.\n ",non-directive
"@since 3.1\n",non-directive
" Set the decoration context that will be based to the decorator \n for this label provider if that decorator implements {@link LabelDecorator}.\n ",non-directive
"@param decorationContext the decoration context.\n \n",non-directive
"@since 3.2\n",non-directive
" The table tree viewer implementation of this <code>Viewer</code>\n framework method returns the label provider, which in the case of table\n tree viewers will be an instance of either\n <code>ITableLabelProvider</code> or <code>ILabelProvider</code>. ",non-directive
"If\n it is an <code>ITableLabelProvider</code>, then it provides a separate\n label text and image for each column. ",non-directive
"If it is an\n <code>ILabelProvider</code>, then it provides only the label text and\n image for the first column, and any remaining columns are blank.\n",non-directive
" Creates a table tree viewer on the given table tree control. ",non-directive
"The viewer\n has no input, no content provider, a default label provider, no sorter,\n and no filters.\n \n",non-directive
"@param tree\n            the table tree control\n",non-directive
" Creates a table tree viewer on a newly-created table tree control under\n the given parent. ",non-directive
"The table tree control is created using the SWT style\n bits <code>MULTI, H_SCROLL, V_SCROLL, and BORDER</code>. ",non-directive
"The viewer\n has no input, no content provider, a default label provider, no sorter,\n and no filters.\n \n",non-directive
"@param parent\n            the parent control\n",non-directive
" Return the background Color for element or <code>null</code> if there\n is not one.\n ",non-directive
"@param element\n ",non-directive
"@return Color or <code>null</code>\n",null-directive
" Creates a styler that takes the given foreground and background colors\n from the JFace color registry.\n \n",non-directive
"@param foregroundColorName\n            the color name for the foreground color\n ",non-directive
"@param backgroundColorName\n            the color name for the background color\n \n ",non-directive
"@return the created style\n",non-directive
" Appends a string with styles to the {@link StyledString}.\n \n",non-directive
"@param string\n            the string to append\n ",non-directive
"@return returns a reference to this object\n",non-directive
" Creates a new event for the given source and selection.\n\n ",non-directive
"@param source the viewer\n ",non-directive
"@param selection the selection\n",non-directive
" Returns the target item of the given drop event.\n\n ",non-directive
"@param event the event\n ",non-directive
"@return The target of the drop, may be <code>null</code>.\n",null-directive
" Returns the current operation.\n\n ",non-directive
"@return a <code>DROP_*</code> constant from class <code>DND</code>\n\n ",non-directive
"@see DND#DROP_COPY\n ",non-directive
"@see DND#DROP_MOVE\n ",non-directive
"@see DND#DROP_LINK\n ",non-directive
"@see DND#DROP_NONE\n",non-directive
" Overrides the current operation for a drop that happens immediately\n after the current validateDrop.\n \n",non-directive
" This maybe called only from within a\n {@link #validateDrop(Object, int, TransferData)} method\n \n \n ",directive
"@param operation\n            the operation to be used for the drop.\n \n",non-directive
"@see DND#DROP_COPY\n ",non-directive
"@see DND#DROP_MOVE\n ",non-directive
"@see DND#DROP_LINK\n ",non-directive
"@see DND#DROP_NONE\n \n ",non-directive
"@since 3.5\n",non-directive
" Removes the given listener for post selection changes from this selection \n provider.\n ",non-directive
"Has no affect if an identical listener is not registered.\n\n ",directive
"@param listener a selection changed listener\n",non-directive
" Handles a default selection event from the text control by applying the editor\n value and deactivating this cell editor.\n \n",non-directive
"@param event the selection event\n \n ",non-directive
"@since 3.0\n",non-directive
" Creates a new text string cell editor parented under the given control.\n ",non-directive
"The cell editor value is the string itself, which is initially the empty string. \n ",non-directive
"Initially, the cell editor has no cell validator.\n\n ",non-directive
"@param parent the parent control\n",non-directive
" Creates a new text string cell editor parented under the given control.\n ",non-directive
"The cell editor value is the string itself, which is initially the empty string. \n ",non-directive
"Initially, the cell editor has no cell validator.\n\n ",non-directive
"@param parent the parent control\n ",non-directive
"@param style the style bits\n ",non-directive
"@since 2.1\n",non-directive
"@param viewer\n            the viewer we are working for\n ",non-directive
"@param cellToCollapse\n            the cell to collapse\n ",non-directive
"@param event\n            the key event\n ",non-directive
"@return <code>true</code> if this event triggers collapsing of a node\n",non-directive
" Return the decoration context in which this decoration\n will be applied.\n ",non-directive
"@return the decoration context\n \n ",non-directive
"@since 3.2\n",non-directive
" Returns the label text for the given column of the given element.\n\n ",non-directive
"@param element the object representing the entire row, or\n   <code>null</code> indicating that no input object is set\n   in the viewer\n ",null-directive
"@param columnIndex the zero-based index of the column in which the label appears\n ",non-directive
"@return String or or <code>null</code> if there is no text for the \n  given object at columnIndex\n",null-directive
" Creates a resizable column width with the given weight and minimum width.\n\n ",non-directive
"@param weight the weight of the column\n ",non-directive
"@param minimumWidth the minimum width of the column in pixels\n",non-directive
" Get the value of the given property or <code>null</code>\n if the property does not exist in this context.\n ",non-directive
"@param property the property\n ",non-directive
"@return the value of the given property or <code>null</code>\n",null-directive
" Checks whether the given property of the given element can be \n modified.\n\n ",non-directive
"@param element the element\n ",non-directive
"@param property the property\n ",non-directive
"@return <code>true</code> if the property can be modified,\n   and <code>false</code> if it is not modifiable\n",non-directive
" Returns the value for the given property of the given element.\n ",non-directive
"Returns <code>null</code> if the element does not have the given property.\n\n ",null-directive
"@param element the element\n ",non-directive
"@param property the property\n ",non-directive
"@return the property value\n",non-directive
" Modifies the value for the given property of the given element.\n ",non-directive
"Has no effect if the element does not have the given property,\n or if the property cannot be modified.\n ",directive
"<p>\n Note that it is possible for an SWT Item to be passed instead of \n the model element. ",directive
"To handle this case in a safe way, use: \n <pre>\n     if (element instanceof Item) {\n         element = ((Item) element).getData();\n     }\n     // modify the element's property here\n </pre>\n </p>\n \n ",non-directive
"@param element the model element or SWT Item (see above)\n ",non-directive
"@param property the property\n ",non-directive
"@param value the new property value\n \n ",non-directive
"@see org.eclipse.swt.widgets.Item\n",non-directive
" Creates a {@link DecoratingStyledCellLabelProvider} that delegates the\n requests for styled labels and for images to a\n {@link DelegatingStyledCellLabelProvider.IStyledLabelProvider}.\n \n",non-directive
"@param labelProvider\n            the styled label provider\n ",non-directive
"@param decorator\n            a label decorator or <code>null</code> to not decorate the\n            label\n ",null-directive
"@param decorationContext\n            a decoration context or <code>null</code> if the no\n            decorator is configured or the default decorator should be\n            used\n",null-directive
" Returns the element at the specified index in this path.\n \n",non-directive
"@param index\n            index of element to return\n ",non-directive
"@return element at the specified index\n",non-directive
" Get the background Color.\n \n",non-directive
"@return Color or <code>null</code> if no new value was set.\n \n",null-directive
"@since 3.1\n",non-directive
" Set the background Color.\n \n",non-directive
"@param background\n            Color. ",non-directive
"This value should not be <code>null</code>.\n \n",null-directive
"@since 3.1\n",non-directive
" The color to use when rendering the foreground (=text) of the selected\n cell when the control has <b>no</b> input focus\n \n ",non-directive
"@param cell\n            the cell which is colored\n ",non-directive
"@return the color or <code>null</code> to use the same used when\n         control has focus\n ",null-directive
"@since 3.4\n",non-directive
" Creates a new event for the given source, indicating that the label\n provided by the source for the given elements is no longer valid and should be updated.\n\n ",non-directive
"@param source the label provider\n ",non-directive
"@param elements the element whose labels have changed\n",non-directive
" Creates a new event for the given source, indicating that the label\n provided by the source for the given element is no longer valid and should be updated.\n\n ",non-directive
"@param source the label provider\n ",non-directive
"@param element the element whose label needs to be updated\n",non-directive
" Get the image displayed in the tool tip for object.\n \n",non-directive
" <p>\n <b>If {@link #getToolTipText(Object)} and\n {@link #getToolTipImage(Object)} both return <code>null</code> the\n control is set back to standard behavior</b>\n </p>\n \n ",non-directive
"@param object\n            the element for which the tool tip is shown\n ",non-directive
"@return {@link Image} or <code>null</code> if there is not image.\n",null-directive
" The {@link SWT} style used to create the {@link CLabel} (see there for\n supported styles). ",non-directive
"By default {@link SWT#SHADOW_NONE} is used.\n \n",non-directive
"@param object\n            the element for which the tool tip is shown\n ",non-directive
"@return the style used to create the label\n ",non-directive
"@see CLabel\n",non-directive
" Get the bounds of the entry at the columnIndex,\n \n ",non-directive
"@param columnIndex\n ",non-directive
"@return {@link Rectangle}\n",non-directive
" Return the image at the columnIndex.\n \n",non-directive
"@param columnIndex\n ",non-directive
"@return {@link Image} or <code>null</code>\n",null-directive
" Set the background at the columnIndex.\n \n",non-directive
"@param columnIndex\n ",non-directive
"@param color\n",non-directive
" Set the foreground at the columnIndex.\n \n",non-directive
"@param columnIndex\n ",non-directive
"@param color\n",non-directive
" Enable ToolTip support for the viewer by creating an instance from this\n class. ",non-directive
"To get all necessary informations this support class consults the\n {@link CellLabelProvider}.\n\n ",non-directive
"@param viewer\n            the viewer the support is attached to\n",non-directive
" Returns the collator used to sort strings.\n\n ",non-directive
"@return the collator used to sort strings\n ",non-directive
"@deprecated as of 3.3 Use {@link ViewerComparator#getComparator()}\n",non-directive
" Create a new manager with a default navigation strategy:\n \n ",non-directive
"--  <code>SWT.ARROW_UP</code>: navigate to cell above\n ",non-directive
"--  <code>SWT.ARROW_DOWN</code>: navigate to cell below\n ",non-directive
"--  <code>SWT.ARROW_RIGHT</code>: navigate to next visible cell on\n the right\n ",non-directive
"--  <code>SWT.ARROW_LEFT</code>: navigate to next visible cell on the\n left\n \n\n ",non-directive
"@param viewer\n            the viewer the manager is bound to\n ",non-directive
"@param focusDrawingDelegate\n            the delegate responsible to highlight selected cell\n",non-directive
" Create a new manager\n\n ",non-directive
"@param viewer\n            the viewer the manager is bound to\n ",non-directive
"@param focusDrawingDelegate\n            the delegate responsible to highlight selected cell\n ",non-directive
"@param navigationStrategy\n            the strategy used to navigate the cells\n ",non-directive
"@since 3.4\n",non-directive
" Creates a list viewer on a newly-created list control under the given parent.\n ",non-directive
"The list control is created using the given SWT style bits.\n ",non-directive
"The viewer has no input, no content provider, a default label provider, \n no sorter, and no filters.\n\n ",non-directive
"@param parent the parent control\n ",non-directive
"@param style the SWT style bits\n",non-directive
" This constructor can be used when no event exists. ",non-directive
"The type set is\n {@link #PROGRAMMATIC}\n \n ",non-directive
"@param cell\n            the cell\n",non-directive
" Notifies that the end user has requested applying a value.\n ",non-directive
"All cell editors send this notification.\n ",non-directive
"<p>\n The normal reaction is to update the model with the current cell editor value.\n ",non-directive
"However, if the value is not valid, it should not be applied. \n ",directive
"A typical text-based cell editor would send this message\n when the end user hits Return, whereas other editors would\n send it whenever their value changes.\n ",non-directive
"</p>\n",non-directive
" Creates a new color cell editor parented under the given control.\n ",non-directive
"The cell editor value is black (<code>RGB(0,0,0)</code>) initially, and has no \n validator.\n\n ",non-directive
"@param parent the parent control\n ",non-directive
"@param style the style bits\n ",non-directive
"@since 2.1\n",non-directive
" Disposes of this content provider.  \n ",non-directive
"This is called by the viewer when it is disposed.\n ",directive
"<p>\n The viewer should not be updated during this call, as it is in the process\n of being disposed.\n ",directive
"</p>\n",non-directive
" Notifies any open event listeners that a open event has been received.\n ",non-directive
"Only listeners registered at the time this method is called are notified.\n \n",directive
"@param event\n            a double-click event\n \n ",non-directive
"@see IOpenListener#open(OpenEvent)\n",non-directive
" Notifies any post selection listeners that a post selection event has\n been received. ",non-directive
"Only listeners registered at the time this method is\n called are notified.\n \n",directive
"@param event\n            a selection changed event\n \n ",non-directive
"@see #addPostSelectionChangedListener(ISelectionChangedListener)\n",non-directive
" Returns the comparer to use for comparing elements, or\n <code>null</code> if none has been set.  ",non-directive
"If specified,\n the viewer uses this to compare and hash elements rather\n than the elements' own equals and hashCode methods.\n           \n",non-directive
"@return the comparer to use for comparing elements or\n            <code>null</code>\n",null-directive
" Returns the sorted and filtered set of children of the given element. ",non-directive
"The\n resulting array must not be modified, as it may come directly from the\n model's internal state.\n \n",directive
"@param parent\n            the parent element\n ",non-directive
"@return a sorted and filtered array of child elements\n",non-directive
" Removes the given filter from this viewer, and triggers refiltering and\n resorting of the elements if required. ",non-directive
"Has no effect if the identical\n filter is not registered. ",directive
"If you want to remove more than one filter\n consider using {@link StructuredViewer#setFilters(ViewerFilter[])}.\n \n",semi-directive
"@param filter\n            a viewer filter\n ",non-directive
"@see StructuredViewer#setFilters(ViewerFilter[])\n",non-directive
" Sets this viewer's comparator to be used for sorting elements, and triggers refiltering and \n resorting of this viewer's element.  ",non-directive
"<code>null</code> turns sorting off.\n ",non-directive
"To get the viewer's comparator, call <code>getComparator()</code>.\n ",semi-directive
"<p>\n IMPORTANT: This method was introduced in 3.2. ",directive
"If a reference to this viewer object \n is passed to clients who call <code>getSorter()<code>, null may be returned from\n from that method even though the viewer is sorting its elements using the\n viewer's comparator.\n ",directive
"</p>\n \n ",non-directive
"@param comparator a viewer comparator, or <code>null</code> if none\n\n ",null-directive
"@since 3.2\n",non-directive
" Configures whether this structured viewer uses an internal hash table to\n speeds up the mapping between elements and SWT items. ",non-directive
"This must be called\n before the viewer is given an input (via <code>setInput</code>).\n \n",directive
"@param enable\n            <code>true</code> to enable hash lookup, and\n            <code>false</code> to disable it\n",non-directive
" Returns whether the given element has children.\n ",non-directive
"<p>\n Intended as an optimization for when the viewer does not\n need the actual children.  ",non-directive
"Clients may be able to implement\n this more efficiently than <code>getChildren</code>.\n ",semi-directive
"</p>\n\n ",non-directive
"@param element the element\n ",non-directive
"@return <code>true</code> if the given element has children,\n  and <code>false</code> if it has no children\n",non-directive
" The table viewer implementation of this <code>Viewer</code> framework\n method returns the label provider, which in the case of table viewers\n will be an instance of either <code>ITableLabelProvider</code> or\n <code>ILabelProvider</code>. ",non-directive
"If it is an\n <code>ITableLabelProvider</code>, then it provides a separate label\n text and image for each column. ",non-directive
"If it is an <code>ILabelProvider</code>,\n then it provides only the label text and image for the first column, and\n any remaining columns are blank.\n",non-directive
" Inserts the given element into this table viewer at the given position.\n ",non-directive
"If this viewer has a sorter, the position is ignored and the element is\n inserted at the correct position in the sort order.\n ",non-directive
"<p>\n This method should be called (by the content provider) when elements have\n been added to the model, in order to cause the viewer to accurately\n reflect the model. ",directive
"This method only affects the viewer, not the model.\n ",directive
"</p>\n\n ",non-directive
"@param element\n            the element\n ",non-directive
"@param position\n            a 0-based position relative to the model, or -1 to indicate\n            the last position\n",non-directive
" Removes the given elements from this table viewer. ",non-directive
"The selection is\n updated if required.\n ",non-directive
"<p>\n This method should be called (by the content provider) when elements have\n been removed from the model, in order to cause the viewer to accurately\n reflect the model. ",directive
"This method only affects the viewer, not the model.\n ",directive
"</p>\n\n ",non-directive
"@param elements\n            the elements to remove\n",non-directive
" Clear the table item at the specified index\n\n ",non-directive
"@param index\n            the index of the table item to be cleared\n\n ",non-directive
"@since 3.1\n",non-directive
" Searches the receiver's list starting at the first item (index 0) until\n an item is found that is equal to the argument, and returns the index of\n that item. ",non-directive
"If no item is found, returns -1.\n\n ",non-directive
"@param item\n            the search item\n ",non-directive
"@return the index of the item\n\n ",non-directive
"@since 3.3\n",non-directive
" Clears all the items in the receiver. ",non-directive
"The text, icon and other attributes\n of the items are set to their default values. ",non-directive
"If the table was created\n with the <code>SWT.VIRTUAL</code> style, these attributes are requested\n again as needed.\n\n ",non-directive
"@since 3.3\n",non-directive
" Resets the given item in the receiver. ",non-directive
"The text, icon and other attributes\n of the item are set to their default values.\n\n ",non-directive
"@param item the item to reset\n\n ",non-directive
"@since 3.3\n",non-directive
" Sets the receiver's selection to be the given array of items. ",non-directive
"The current\n selection is cleared before the new items are selected.\n ",non-directive
"<p>\n Items that are not in the receiver are ignored. ",non-directive
"If the receiver is\n single-select and multiple items are specified, then all items are\n ignored.\n ",non-directive
"</p>\n\n ",non-directive
"@param items\n            the array of items\n\n ",non-directive
"@since 3.3\n",non-directive
" Selects the items at the given zero-relative indices in the receiver.\n ",non-directive
"The current selection is not cleared before the new items are selected.\n ",non-directive
"<p>\n If the item at a given index is not selected, it is selected.\n ",non-directive
"If the item at a given index was already selected, it remains selected.\n ",non-directive
"Indices that are out of range and duplicate indices are ignored.\n ",non-directive
"If the receiver is single-select and multiple indices are specified,\n then all indices are ignored.\n ",non-directive
"</p>\n\n ",non-directive
"@param indices the array of indices for the items to select\n\n ",non-directive
" Adds a listener for expand and collapse events in this viewer. ",non-directive
"Has no\n effect if an identical listener is already registered.\n\n ",directive
"@param listener\n            a tree viewer listener\n",non-directive
" Collapses the subtree rooted at the given element or tree path to the\n given level.\n\n ",non-directive
"@param elementOrTreePath\n            the element or tree path\n ",non-directive
"@param level\n            non-negative level, or <code>ALL_LEVELS</code> to collapse\n            all levels of the tree\n",non-directive
" Fires a tree collapsed event. ",non-directive
"Only listeners registered at the time this\n method is called are notified.\n\n ",directive
"@param event\n            the tree expansion event\n ",non-directive
"@see ITreeViewerListener#treeCollapsed\n",non-directive
" Returns whether the given SWT item is expanded or collapsed.\n\n ",non-directive
"@param item\n            the item\n ",non-directive
